,2021-01-11,2021-01-25,2021-02-08,2021-02-22,2021-03-08,2021-03-22,2021-04-05,2021-04-19,2021-05-03,2021-05-17,2021-05-31,2021-06-14,2021-06-28,2021-07-12,2021-07-26,2021-08-09,2021-08-23,2021-09-06,2021-09-20,2021-10-04,2021-10-18,2021-11-01,2021-11-15,2021-11-29,2021-12-13,2021-12-27,2022-01-10,2022-01-24,2022-02-07,2022-02-21,2022-03-07,2022-03-21,2022-04-04,2022-04-18,2022-05-02,2022-05-16,2022-05-30,2022-06-13,2022-06-27
Brazil,0.0012617938547667168,0.0015206929172843255,0.001988074653598927,0.002177047829506723,0.0022022873524907114,0.00297579805954436,0.003938321874374207,0.004844231828278634,0.0038545808186264694,0.004833976205441728,0.00593686055087589,0.004580912829948453,0.008477554444622233,0.009153665469978246,0.011140898487975968,0.011368880312119814,0.01800907499553766,0.025584785545198004,0.020971452358521568,0.02834724956441065,0.02218337452528784,0.03223858725517466,0.030881363352602092,0.027703008944510735,0.05081749889527176,0.02798014808493374,0.005782109096249595,0.0030786590978950992,0.00329110092769328,0.003775295373623031,0.0039171565262717855,0.0024549895745141397,0.005251508007348909,0.0034029948335900853,0.010936718385914807,0.007447518562232973,0.004564005356795142,0.0011107167389780347,
Chile,0.0008393516008883137,0.0008526603001364257,0.0014924118215832178,0.001154016866400355,0.0015888856790188303,0.002456613879341248,0.003522816619525594,0.005498712326860166,0.0068757603004178346,0.004958277905429919,0.006173837479538427,0.009344471187880505,0.021944272445820433,0.027743213972994146,0.05265754969688425,0.07624605376446952,0.11917525773195876,0.16619629978049547,0.1901894229716413,0.08842239185750636,0.050004115565067085,0.030581720977596743,0.016670209212643852,0.01876148553356981,0.07347219043259327,0.04400315533148129,0.005185501191561976,0.001195748449955713,0.0012553461690046272,0.0016613956910516042,0.003046007920598445,0.004761142247131038,0.014333218667583993,0.014207685805318941,0.011930975598795667,0.009120031008105427,0.005821658462703522,0.0009546642166011083,0.00017602393925573878
