Region;Sexo;edad;Personas
14;1;12;2833
14;1;13;2802
14;1;14;2749
14;1;15;2721
14;1;16;2718
14;1;17;2670
14;1;18;2767
14;1;19;2864
14;1;20;2842
14;1;21;2818
14;1;22;2883
14;1;23;2854
14;1;24;2893
14;1;25;2961
14;1;26;3019
14;1;27;3097
14;1;28;3107
14;1;29;3134
14;1;30;3159
14;1;31;3084
14;1;32;3042
14;1;33;2875
14;1;34;2703
14;1;35;2592
14;1;36;2567
14;1;37;2548
14;1;38;2606
14;1;39;2618
14;1;40;2598
14;1;41;2537
14;1;42;2516
14;1;43;2495
14;1;44;2576
14;1;45;2647
14;1;46;2699
14;1;47;2689
14;1;48;2643
14;1;49;2606
14;1;50;2621
14;1;51;2690
14;1;52;2781
14;1;53;2832
14;1;54;2856
14;1;55;2850
14;1;56;2825
14;1;57;2792
14;1;58;2756
14;1;59;2590
14;1;60;2448
14;1;61;2319
14;1;62;2195
14;1;63;2091
14;1;64;2019
14;1;65;1984
14;1;66;1898
14;1;67;1809
14;1;68;1730
14;1;69;1644
14;1;70;1526
14;1;71;1399
14;1;72;1273
14;1;73;1194
14;1;74;1122
14;1;75;1057
14;1;76;973
14;1;77;901
14;1;78;835
14;1;79;771
14;1;80;707
14;1;81;620
14;1;82;568
14;1;83;510
14;1;84;443
14;1;85;393
14;1;86;343
14;1;87;291
14;1;88;247
14;1;89;213
14;1;90;183
14;1;91;153
14;1;92;120
14;1;93;95
14;1;94;71
14;1;95;53
14;1;96;37
14;1;97;23
14;1;98;15
14;1;99;9
14;1;100;21
14;2;0;2153
14;2;1;2166
14;2;2;2182
14;2;3;2214
14;2;4;2320
14;2;5;2460
14;2;6;2443
14;2;7;2545
14;2;8;2594
14;2;9;2674
14;2;10;2751
14;2;11;2809
14;2;12;2749
14;2;13;2715
14;2;14;2660
14;2;15;2633
14;2;16;2622
14;2;17;2571
14;2;18;2672
14;2;19;2835
14;2;20;2840
14;2;21;2827
14;2;22;2904
14;2;23;2910
14;2;24;2969
14;2;25;3055
14;2;26;3113
14;2;27;3190
14;2;28;3208
14;2;29;3255
14;2;30;3281
14;2;31;3239
14;2;32;3193
14;2;33;3042
14;2;34;2891
14;2;35;2792
14;2;36;2768
14;2;37;2749
14;2;38;2782
14;2;39;2758
14;2;40;2707
14;2;41;2603
14;2;42;2530
14;2;43;2483
14;2;44;2552
14;2;45;2637
14;2;46;2700
14;2;47;2708
14;2;48;2662
14;2;49;2628
14;2;50;2654
14;2;51;2712
14;2;52;2802
14;2;53;2840
14;2;54;2851
14;2;55;2831
14;2;56;2801
14;2;57;2764
14;2;58;2738
14;2;59;2585
14;2;60;2468
14;2;61;2360
14;2;62;2270
14;2;63;2193
14;2;64;2150
14;2;65;2134
14;2;66;2074
14;2;67;2007
14;2;68;1942
14;2;69;1879
14;2;70;1765
14;2;71;1627
14;2;72;1496
14;2;73;1429
14;2;74;1362
14;2;75;1307
14;2;76;1224
14;2;77;1161
14;2;78;1104
14;2;79;1045
14;2;80;989
14;2;81;898
14;2;82;847
14;2;83;791
14;2;84;713
14;2;85;663
14;2;86;596
14;2;87;525
14;2;88;465
14;2;89;413
14;2;90;367
14;2;91;320
14;2;92;275
14;2;93;225
14;2;94;183
14;2;95;146
14;2;96;109
14;2;97;80
14;2;98;60
14;2;99;42
14;2;100;105
15;1;0;1621
15;1;1;1617
15;1;2;1609
15;1;3;1624
15;1;4;1689
15;1;5;1754
15;1;6;1891
15;1;7;1879
15;1;8;1859
15;1;9;1914
15;1;10;2003
15;1;11;1945
15;1;12;1917
15;1;13;1840
15;1;14;1716
15;1;15;1777
15;1;16;1845
15;1;17;1937
15;1;18;1995
15;1;19;2096
15;1;20;2142
15;1;21;2181
15;1;22;2214
15;1;23;2245
15;1;24;2188
15;1;25;2189
15;1;26;2170
15;1;27;2163
15;1;28;2159
15;1;29;2189
15;1;30;2205
15;1;31;2196
15;1;32;2189
15;1;33;2146
15;1;34;2088
15;1;35;2006
15;1;36;1955
15;1;37;1924
15;1;38;1911
15;1;39;1877
15;1;40;1821
15;1;41;1750
15;1;42;1698
15;1;43;1654
15;1;44;1650
15;1;45;1659
15;1;46;1670
15;1;47;1675
15;1;48;1658
15;1;49;1636
15;1;50;1599
15;1;51;1538
15;1;52;1452
15;1;53;1388
15;1;54;1378
15;1;55;1367
15;1;56;1355
15;1;57;1322
15;1;58;1302
15;1;59;1246
15;1;60;1202
15;1;61;1157
15;1;62;1117
15;1;63;1090
15;1;64;1076
15;1;65;1052
15;1;66;1025
15;1;67;978
15;1;68;935
15;1;69;885
15;1;70;835
15;1;71;743
15;1;72;669
15;1;73;635
15;1;74;597
15;1;75;556
15;1;76;519
15;1;77;476
15;1;78;421
15;1;79;368
15;1;80;323
15;1;81;293
15;1;82;265
15;1;83;232
15;1;84;204
15;1;85;180
15;1;86;162
15;1;87;138
15;1;88;122
15;1;89;111
15;1;90;97
15;1;91;85
15;1;92;70
15;1;93;56
15;1;94;43
15;1;95;33
15;1;96;23
15;1;97;17
15;1;98;12
15;1;99;8
15;1;100;18
15;2;0;1561
15;2;1;1555
15;2;2;1545
15;2;3;1552
15;2;4;1610
15;2;5;1678
15;2;6;1817
15;2;7;1813
15;2;8;1797
15;2;9;1841
15;2;10;1916
15;2;11;1853
15;2;12;1813
15;2;13;1738
15;2;14;1616
15;2;15;1646
15;2;16;1659
15;2;17;1690
15;2;18;1687
15;2;19;1710
15;2;20;1767
15;2;21;1824
15;2;22;1864
15;2;23;1908
15;2;24;1952
15;2;25;1958
15;2;26;1948
15;2;27;1946
15;2;28;1947
15;2;29;2001
15;2;30;2024
15;2;31;2024
15;2;32;2015
15;2;33;1969
15;2;34;1931
15;2;35;1871
15;2;36;1850
15;2;37;1834
15;2;38;1832
15;2;39;1812
15;2;40;1755
15;2;41;1701
15;2;42;1654
15;2;43;1612
15;2;44;1608
15;2;45;1618
15;2;46;1631
15;2;47;1634
15;2;48;1624
15;2;49;1612
15;2;50;1585
15;2;51;1535
15;2;52;1473
15;2;53;1429
15;2;54;1446
15;2;55;1459
15;2;56;1468
15;2;57;1464
15;2;58;1462
15;2;59;1410
15;2;60;1362
15;2;61;1307
15;2;62;1249
15;2;63;1216
15;2;64;1194
15;2;65;1170
15;2;66;1138
15;2;67;1094
15;2;68;1057
15;2;69;1020
15;2;70;983
15;2;71;882
15;2;72;813
15;2;73;792
15;2;74;758
15;2;75;718
15;2;76;685
15;2;77;644
15;2;78;584
15;2;79;532
15;2;80;483
15;2;81;453
15;2;82;419
15;2;83;376
15;2;84;335
15;2;85;304
15;2;86;275
15;2;87;245
15;2;88;218
15;2;89;194
15;2;90;172
15;2;91;152
15;2;92;129
15;2;93;101
15;2;94;75
15;2;95;57
15;2;96;42
15;2;97;29
15;2;98;20
15;2;99;14
15;2;100;24
16;1;0;2672
16;1;1;2721
16;1;2;2782
16;1;3;2866
16;1;4;3051
16;1;5;3242
16;1;6;3336
16;1;7;3305
16;1;8;3273
16;1;9;3420
16;1;10;3601
16;1;11;3634
16;1;12;3719
16;1;13;3653
16;1;14;3651
16;1;15;3574
16;1;16;3506
16;1;17;3385
16;1;18;3279
16;1;19;3139
16;1;20;3120
16;1;21;3084
16;1;22;3080
16;1;23;3103
16;1;24;3136
16;1;25;3205
16;1;26;3230
16;1;27;3323
16;1;28;3379
16;1;29;3532
16;1;30;3607
16;1;31;3602
16;1;32;3549
16;1;33;3380
16;1;34;3277
16;1;35;3137
16;1;36;3110
16;1;37;3067
16;1;38;3079
16;1;39;3086
16;1;40;3096
16;1;41;3090
16;1;42;3075
16;1;43;3048
16;1;44;3013
16;1;45;3086
16;1;46;3292
16;1;47;3409
16;1;48;3469
16;1;49;3488
16;1;50;3475
16;1;51;3498
16;1;52;3543
16;1;53;3570
16;1;54;3581
16;1;55;3571
16;1;56;3542
16;1;57;3475
16;1;58;3352
16;1;59;3250
16;1;60;3130
16;1;61;3064
16;1;62;2998
16;1;63;2918
16;1;64;2843
16;1;65;2675
16;1;66;2559
16;1;67;2459
16;1;68;2355
16;1;69;2240
16;1;70;2152
16;1;71;2040
16;1;72;1915
16;1;73;1793
16;1;74;1671
16;1;75;1552
16;1;76;1434
16;1;77;1322
16;1;78;1218
16;1;79;1119
16;1;80;1021
16;1;81;938
16;1;82;852
16;1;83;750
16;1;84;654
16;1;85;564
16;1;86;492
16;1;87;430
16;1;88;374
16;1;89;320
16;1;90;272
16;1;91;227
16;1;92;183
16;1;93;145
16;1;94;112
16;1;95;80
16;1;96;59
16;1;97;38
16;1;98;25
16;1;99;16
16;1;100;32
16;2;0;2561
16;2;1;2606
16;2;2;2669
16;2;3;2749
16;2;4;2917
16;2;5;3101
16;2;6;3164
16;2;7;3108
16;2;8;3047
16;2;9;3162
16;2;10;3323
16;2;11;3336
16;2;12;3410
16;2;13;3334
16;2;14;3313
16;2;15;3236
16;2;16;3211
16;2;17;3192
16;2;18;3192
16;2;19;3216
16;2;20;3250
16;2;21;3289
16;2;22;3318
16;2;23;3372
16;2;24;3444
16;2;25;3555
16;2;26;3611
16;2;27;3659
16;2;28;3674
16;2;29;3786
16;2;30;3869
16;2;31;3860
16;2;32;3794
16;2;33;3689
16;2;34;3642
16;2;35;3557
16;2;36;3490
16;2;37;3423
16;2;38;3424
16;2;39;3438
16;2;40;3444
16;2;41;3436
16;2;42;3427
16;2;43;3410
16;2;44;3408
16;2;45;3511
16;2;46;3744
16;2;47;3868
16;2;48;3905
16;2;49;3887
16;2;50;3840
16;2;51;3827
16;2;52;3824
16;2;53;3821
16;2;54;3689
16;2;55;3663
16;2;56;3625
16;2;57;3569
16;2;58;3458
16;2;59;3462
16;2;60;3340
16;2;61;3267
16;2;62;3215
16;2;63;3134
16;2;64;3067
16;2;65;2893
16;2;66;2775
16;2;67;2665
16;2;68;2557
16;2;69;2453
16;2;70;2362
16;2;71;2239
16;2;72;2121
16;2;73;2025
16;2;74;1855
16;2;75;1765
16;2;76;1682
16;2;77;1587
16;2;78;1496
16;2;79;1461
16;2;80;1372
16;2;81;1295
16;2;82;1204
16;2;83;1088
16;2;84;975
16;2;85;870
16;2;86;776
16;2;87;701
16;2;88;619
16;2;89;550
16;2;90;486
16;2;91;421
16;2;92;355
16;2;93;291
16;2;94;229
16;2;95;181
16;2;96;134
16;2;97;98
16;2;98;71
16;2;99;52
16;2;100;113
