Region,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O’Higgins,Maule,Ñuble,Biobío,Araucanía,Los Ríos,Los Lagos,Aysén,Magallanes,Total
18-03-21,53,113,137,19,163,478,1578,209,238,89,525,398,178,184,6,23,4391
19-03-21,34,102,118,41,184,383,1423,222,213,160,723,384,239,215,7,34,4482
20-03-21,52,82,138,29,188,428,1456,229,289,107,734,520,179,241,12,27,4711
21-03-21,30,112,107,55,138,481,1536,250,238,167,681,300,201,262,9,23,4590
22-03-21,24,123,139,31,150,381,1301,199,294,89,693,345,149,204,8,12,4142
23-03-21,25,90,95,34,119,262,1126,139,316,137,530,355,146,135,8,15,3532
24-03-21,22,159,97,41,96,419,1219,217,184,148,519,358,126,159,13,18,3795
25-03-21,49,125,148,34,147,573,1752,210,245,150,630,392,214,262,7,33,4971
26-03-21,37,121,119,28,152,500,1866,286,281,110,790,432,183,269,20,12,5206
27-03-21,35,107,126,28,190,540,2058,212,282,109,610,393,202,210,4,29,5135
28-03-21,50,106,109,30,122,564,1609,247,291,151,644,437,169,227,12,19,4787
29-03-21,24,40,113,40,114,487,1980,246,268,142,637,275,95,168,2,37,4668
30-03-21,23,110,70,35,152,311,1065,210,256,103,440,325,153,136,11,27,3427
31-03-21,47,182,84,50,66,445,1843,231,406,184,441,328,136,106,16,16,4581
01-04-21,48,136,142,29,169,618,2068,234,254,150,696,274,139,293,21,21,5292
02-04-21,30,87,143,33,194,576,2009,322,341,136,628,355,170,272,17,35,5348
03-04-21,19,138,114,63,166,508,2277,270,285,130,656,295,186,189,9,29,5334
04-04-21,48,95,134,61,145,492,1907,282,312,94,555,277,130,249,14,23,4818
05-04-21,26,52,95,48,107,423,1599,227,395,162,375,364,111,94,13,24,4115
06-04-21,22,115,88,60,98,361,1667,211,281,102,484,256,104,129,10,22,4010
07-04-21,32,199,105,65,73,382,1780,193,321,84,465,231,112,123,13,16,4194
08-04-21,74,151,177,45,134,631,2258,232,335,136,641,377,131,248,25,58,5653
09-04-21,57,131,157,52,181,640,2421,367,456,162,703,405,230,288,11,19,6280
10-04-21,41,133,130,68,95,534,2025,273,475,184,559,385,147,272,9,48,5378
11-04-21,48,85,116,69,160,573,1935,255,429,159,603,355,139,167,16,53,5162
12-04-21,44,77,90,41,143,434,1472,245,302,127,506,289,73,144,9,43,4039
13-04-21,27,105,120,47,85,382,1510,246,321,106,416,269,92,121,0,20,3867
14-04-21,21,98,79,74,73,408,1714,246,425,108,422,281,90,121,13,47,4220
15-04-21,60,168,164,46,143,486,1887,172,432,120,641,372,135,280,13,52,5171
16-04-21,55,101,133,38,161,460,1658,297,429,166,548,412,215,238,22,57,4990
17-04-21,68,124,140,80,129,513,1860,284,376,139,642,442,91,226,17,36,5167
18-04-21,30,97,112,87,117,412,1727,273,445,135,486,381,122,192,18,52,4686
19-04-21,45,70,121,50,132,384,1569,217,374,95,477,319,155,122,12,42,4184
20-04-21,18,85,97,62,95,304,1345,207,300,96,333,262,78,112,10,53,3457
21-04-21,36,145,90,82,82,323,1493,164,378,57,350,239,107,121,8,41,3716
22-04-21,79,130,135,59,120,428,1832,157,317,126,492,355,78,219,25,72,4624
23-04-21,54,82,126,53,173,410,1991,240,511,110,464,390,136,197,33,68,5038
24-04-21,56,82,116,70,126,445,1640,249,373,144,482,325,124,170,14,64,4480
25-04-21,53,76,87,59,110,412,1714,214,400,112,494,254,121,192,32,56,4386
26-04-21,48,113,112,43,122,350,1437,163,392,121,363,255,97,149,17,72,3854
27-04-21,30,84,68,45,100,261,938,212,287,86,256,236,67,97,15,81,2863
28-04-21,34,120,68,68,81,349,1382,158,319,78,252,199,95,103,14,50,3370
29-04-21,50,107,113,30,153,396,2015,183,398,105,505,333,76,180,13,81,4738
30-04-21,36,103,138,54,157,342,1941,240,383,117,460,393,169,184,28,97,4842
01-05-21,44,88,99,62,139,310,1645,224,314,122,426,434,103,168,23,84,4285
02-05-21,61,96,103,63,93,311,1621,184,372,92,381,396,79,159,36,68,4115
03-05-21,41,96,87,35,124,266,1048,213,314,107,314,214,100,102,9,63,3133
04-05-21,18,64,57,34,74,152,845,119,217,61,223,212,82,65,23,57,2303
05-05-21,28,94,52,44,71,259,1264,167,200,63,259,158,93,93,10,64,2919
06-05-21,67,69,83,47,129,380,1681,191,389,136,388,284,126,207,14,100,4291
07-05-21,34,122,103,53,168,313,1893,273,404,106,364,362,120,148,29,62,4554
08-05-21,45,74,103,56,126,326,1695,223,395,109,392,310,108,207,20,62,4251
09-05-21,68,80,99,44,103,333,1396,170,329,103,350,265,109,173,15,77,3714
10-05-21,46,58,68,22,129,209,1472,197,307,118,289,274,65,143,29,52,3478
11-05-21,21,99,83,38,100,188,1126,149,169,53,274,194,73,104,13,38,2722
12-05-21,25,43,66,61,74,226,1477,152,230,74,247,214,92,121,41,78,3221
13-05-21,58,83,114,25,135,330,1851,196,392,101,440,265,118,168,30,49,4355
14-05-21,58,120,104,39,142,307,1910,195,350,140,399,327,96,242,16,79,4524
15-05-21,49,73,102,46,171,345,1960,294,390,117,476,308,105,209,36,52,4733
16-05-21,41,59,92,43,121,314,2007,235,333,132,385,260,100,202,22,60,4406
17-05-21,26,76,78,27,138,260,1445,175,271,111,430,281,77,159,39,52,3645
18-05-21,16,63,61,45,114,169,1166,240,242,52,312,151,71,134,34,38,2908
19-05-21,24,86,94,62,81,268,1785,267,253,94,282,166,100,170,58,47,3837
20-05-21,55,93,113,55,174,437,2374,214,381,147,533,288,132,288,51,59,5394
21-05-21,76,68,121,79,172,346,2131,322,347,157,500,331,139,229,41,86,5145
22-05-21,55,60,92,65,181,361,2273,309,375,116,474,244,137,266,42,54,5104
23-05-21,34,73,93,36,170,291,1885,202,333,152,394,234,90,210,15,61,4273
24-05-21,36,61,93,64,128,274,1740,206,343,77,360,253,82,129,72,34,3952
25-05-21,32,46,78,75,104,231,1440,178,250,95,287,131,84,120,26,42,3219
26-05-21,43,42,76,65,113,329,2012,227,272,84,317,199,117,211,40,35,4182
27-05-21,56,74,107,42,179,446,2708,252,414,169,475,284,191,275,54,43,5769
28-05-21,48,87,140,53,248,426,2578,341,381,151,565,378,171,246,40,47,5900
29-05-21,53,86,107,90,194,418,2670,228,373,138,541,324,142,272,39,28,5703
30-05-21,44,63,96,67,219,388,2382,338,343,94,461,281,147,284,33,55,5295
31-05-21,48,66,91,39,144,337,2043,250,370,116,365,238,116,209,38,19,4489
01-06-21,35,56,89,57,183,239,1579,251,251,98,283,202,78,113,37,20,3571
02-06-21,40,47,72,54,118,382,2159,232,287,90,313,163,123,177,46,36,4339
03-06-21,56,56,111,33,198,433,2786,298,397,155,427,243,164,255,56,47,5715
04-06-21,43,41,98,21,208,427,2793,372,405,169,501,314,126,223,43,43,5827
05-06-21,50,62,117,66,226,436,2899,333,364,136,481,313,157,226,56,37,5959
06-06-21,41,53,123,121,221,424,2311,295,274,137,464,278,107,172,53,20,5094
07-06-21,43,54,92,22,200,374,2151,171,274,129,362,261,118,174,21,13,4459
08-06-21,26,67,87,53,138,349,1792,296,283,81,274,189,79,118,16,15,3863
09-06-21,30,54,51,46,136,402,2147,251,250,74,278,163,106,136,53,19,4196
10-06-21,45,74,101,44,149,511,2516,266,375,134,495,236,139,238,35,38,5396
11-06-21,60,63,91,35,252,436,2523,256,353,121,431,305,186,222,47,32,5413
12-06-21,40,67,93,57,224,429,2345,276,400,115,428,304,145,161,37,22,5143
13-06-21,38,50,70,110,215,469,2238,263,295,134,378,271,156,219,45,33,4984
14-06-21,64,51,124,56,210,309,1802,174,289,100,332,225,86,131,37,22,4012
15-06-21,35,32,78,51,213,283,1366,211,200,110,223,166,97,101,34,13,3213
16-06-21,40,48,72,95,86,396,1747,189,188,52,270,117,82,123,45,24,3574
17-06-21,61,84,99,61,244,448,2023,193,294,93,367,265,109,209,52,18,4620
18-06-21,71,64,88,67,240,449,1824,210,344,95,411,241,195,165,45,33,4542
19-06-21,65,63,85,87,211,325,1838,205,324,109,328,275,124,134,36,15,4224
20-06-21,59,48,74,60,195,406,1622,224,267,108,360,217,125,123,28,19,3935
21-06-21,45,30,85,38,230,347,1459,171,250,107,275,189,64,127,16,19,3452
22-06-21,51,51,54,49,112,266,1018,84,127,45,161,202,72,98,19,10,2419
23-06-21,41,18,45,38,82,211,980,134,140,56,172,102,64,61,10,11,2165
24-06-21,28,39,63,39,102,314,1225,116,184,55,210,162,111,81,23,8,2760
25-06-21,73,50,109,70,189,385,1467,196,236,85,430,233,163,175,44,28,3933
