Region,Dosis,edad,accumulated_vaccinated,start_date
Los Lagos,Primera,67,6614.0,2021-05-28
Los Lagos,Primera,68,6070.0,2021-05-28
Los Lagos,Primera,69,5687.0,2021-05-28
Los Lagos,Primera,70,5491.0,2021-05-28
Los Lagos,Primera,71,5121.0,2021-05-28
Los Lagos,Primera,72,5089.0,2021-05-28
Los Lagos,Primera,73,4790.0,2021-05-28
Los Lagos,Primera,74,4506.0,2021-05-28
Los Lagos,Primera,75,4090.0,2021-05-28
Los Lagos,Primera,76,3892.0,2021-05-28
Los Lagos,Primera,77,3502.0,2021-05-28
Los Lagos,Primera,78,3567.0,2021-05-28
Los Lagos,Primera,79,3222.0,2021-05-28
Los Lagos,Primera,80,22712.0,2021-05-28
Los Lagos,Segunda,15,0.0,2021-05-28
Los Lagos,Segunda,16,0.0,2021-05-28
Los Lagos,Segunda,17,0.0,2021-05-28
Los Lagos,Segunda,18,1566.0,2021-05-28
Los Lagos,Segunda,19,1746.0,2021-05-28
Los Lagos,Segunda,20,2038.0,2021-05-28
Los Lagos,Segunda,21,2211.0,2021-05-28
Los Lagos,Segunda,22,2624.0,2021-05-28
Los Lagos,Segunda,23,3080.0,2021-05-28
Los Lagos,Segunda,24,3441.0,2021-05-28
Los Lagos,Segunda,25,3695.0,2021-05-28
Los Lagos,Segunda,26,4036.0,2021-05-28
Los Lagos,Segunda,27,4260.0,2021-05-28
Los Lagos,Segunda,28,4546.0,2021-05-28
Los Lagos,Segunda,29,4805.0,2021-05-28
Los Lagos,Segunda,30,5202.0,2021-05-28
Los Lagos,Segunda,31,5065.0,2021-05-28
Los Lagos,Segunda,32,5105.0,2021-05-28
Los Lagos,Segunda,33,4899.0,2021-05-28
Los Lagos,Segunda,34,4799.0,2021-05-28
Los Lagos,Segunda,35,4640.0,2021-05-28
Los Lagos,Segunda,36,4747.0,2021-05-28
Los Lagos,Segunda,37,4767.0,2021-05-28
Los Lagos,Segunda,38,4966.0,2021-05-28
Los Lagos,Segunda,39,4949.0,2021-05-28
Los Lagos,Segunda,40,4947.0,2021-05-28
Los Lagos,Segunda,41,5022.0,2021-05-28
Los Lagos,Segunda,42,4861.0,2021-05-28
Los Lagos,Segunda,43,4881.0,2021-05-28
Los Lagos,Segunda,44,5083.0,2021-05-28
Los Lagos,Segunda,45,5880.0,2021-05-28
Los Lagos,Segunda,46,6694.0,2021-05-28
Los Lagos,Segunda,47,7371.0,2021-05-28
Los Lagos,Segunda,48,7909.0,2021-05-28
Los Lagos,Segunda,49,7712.0,2021-05-28
Los Lagos,Segunda,50,8073.0,2021-05-28
Los Lagos,Segunda,51,8108.0,2021-05-28
Los Lagos,Segunda,52,8545.0,2021-05-28
Los Lagos,Segunda,53,8766.0,2021-05-28
Los Lagos,Segunda,54,8771.0,2021-05-28
Los Lagos,Segunda,55,8905.0,2021-05-28
Los Lagos,Segunda,56,8807.0,2021-05-28
Los Lagos,Segunda,57,8712.0,2021-05-28
Los Lagos,Segunda,58,8590.0,2021-05-28
Los Lagos,Segunda,59,8312.0,2021-05-28
Los Lagos,Segunda,60,8472.0,2021-05-28
Los Lagos,Segunda,61,7920.0,2021-05-28
Los Lagos,Segunda,62,7722.0,2021-05-28
Los Lagos,Segunda,63,7544.0,2021-05-28
Los Lagos,Segunda,64,7266.0,2021-05-28
Los Lagos,Segunda,65,6995.0,2021-05-28
Los Lagos,Segunda,66,6558.0,2021-05-28
Los Lagos,Segunda,67,6403.0,2021-05-28
Los Lagos,Segunda,68,5855.0,2021-05-28
Los Lagos,Segunda,69,5490.0,2021-05-28
Los Lagos,Segunda,70,5345.0,2021-05-28
Los Lagos,Segunda,71,4991.0,2021-05-28
Los Lagos,Segunda,72,4946.0,2021-05-28
Los Lagos,Segunda,73,4657.0,2021-05-28
Los Lagos,Segunda,74,4401.0,2021-05-28
Los Lagos,Segunda,75,3978.0,2021-05-28
Los Lagos,Segunda,76,3771.0,2021-05-28
Los Lagos,Segunda,77,3405.0,2021-05-28
Los Lagos,Segunda,78,3463.0,2021-05-28
Los Lagos,Segunda,79,3135.0,2021-05-28
Los Lagos,Segunda,80,22032.0,2021-05-28
Los Ríos,Primera,15,0.0,2021-05-28
Los Ríos,Primera,16,0.0,2021-05-28
Los Ríos,Primera,17,0.0,2021-05-28
Los Ríos,Primera,18,1348.0,2021-05-28
Los Ríos,Primera,19,1468.0,2021-05-28
Los Ríos,Primera,20,1604.0,2021-05-28
Los Ríos,Primera,21,1721.0,2021-05-28
Los Ríos,Primera,22,1872.0,2021-05-28
Los Ríos,Primera,23,2104.0,2021-05-28
Los Ríos,Primera,24,2273.0,2021-05-28
Los Ríos,Primera,25,2529.0,2021-05-28
Los Ríos,Primera,26,3368.0,2021-05-28
Los Ríos,Primera,27,3482.0,2021-05-28
Los Ríos,Primera,28,3728.0,2021-05-28
Los Ríos,Primera,29,3771.0,2021-05-28
Los Ríos,Primera,30,3918.0,2021-05-28
Los Ríos,Primera,31,4111.0,2021-05-28
Los Ríos,Primera,32,3949.0,2021-05-28
Los Ríos,Primera,33,3792.0,2021-05-28
Los Ríos,Primera,34,3762.0,2021-05-28
Los Ríos,Primera,35,3764.0,2021-05-28
Los Ríos,Primera,36,3710.0,2021-05-28
Los Ríos,Primera,37,3696.0,2021-05-28
Los Ríos,Primera,38,3900.0,2021-05-28
Los Ríos,Primera,39,3933.0,2021-05-28
Los Ríos,Primera,40,3757.0,2021-05-28
Los Ríos,Primera,41,3841.0,2021-05-28
Los Ríos,Primera,42,3637.0,2021-05-28
Los Ríos,Primera,43,3686.0,2021-05-28
Los Ríos,Primera,44,3612.0,2021-05-28
Los Ríos,Primera,45,3935.0,2021-05-28
Los Ríos,Primera,46,3986.0,2021-05-28
Los Ríos,Primera,47,4106.0,2021-05-28
Los Ríos,Primera,48,4142.0,2021-05-28
Los Ríos,Primera,49,3998.0,2021-05-28
Los Ríos,Primera,50,4110.0,2021-05-28
Los Ríos,Primera,51,4090.0,2021-05-28
Los Ríos,Primera,52,4348.0,2021-05-28
Los Ríos,Primera,53,4588.0,2021-05-28
Los Ríos,Primera,54,4671.0,2021-05-28
Los Ríos,Primera,55,4646.0,2021-05-28
Los Ríos,Primera,56,4689.0,2021-05-28
Los Ríos,Primera,57,4658.0,2021-05-28
Los Ríos,Primera,58,4623.0,2021-05-28
Los Ríos,Primera,59,4555.0,2021-05-28
Los Ríos,Primera,60,4449.0,2021-05-28
Los Ríos,Primera,61,4073.0,2021-05-28
Los Ríos,Primera,62,4076.0,2021-05-28
Los Ríos,Primera,63,4036.0,2021-05-28
Los Ríos,Primera,64,3821.0,2021-05-28
Los Ríos,Primera,65,3700.0,2021-05-28
Los Ríos,Primera,66,3719.0,2021-05-28
Los Ríos,Primera,67,3572.0,2021-05-28
Los Ríos,Primera,68,3315.0,2021-05-28
Los Ríos,Primera,69,3128.0,2021-05-28
Los Ríos,Primera,70,2813.0,2021-05-28
Los Ríos,Primera,71,2720.0,2021-05-28
Los Ríos,Primera,72,2601.0,2021-05-28
Los Ríos,Primera,73,2606.0,2021-05-28
Los Ríos,Primera,74,2421.0,2021-05-28
Los Ríos,Primera,75,2127.0,2021-05-28
Los Ríos,Primera,76,2084.0,2021-05-28
Los Ríos,Primera,77,1889.0,2021-05-28
Los Ríos,Primera,78,1861.0,2021-05-28
Los Ríos,Primera,79,1592.0,2021-05-28
Los Ríos,Primera,80,11863.0,2021-05-28
Los Ríos,Segunda,15,0.0,2021-05-28
Los Ríos,Segunda,16,0.0,2021-05-28
Los Ríos,Segunda,17,0.0,2021-05-28
Los Ríos,Segunda,18,891.0,2021-05-28
Los Ríos,Segunda,19,1057.0,2021-05-28
Los Ríos,Segunda,20,1130.0,2021-05-28
Los Ríos,Segunda,21,1260.0,2021-05-28
Los Ríos,Segunda,22,1405.0,2021-05-28
Los Ríos,Segunda,23,1646.0,2021-05-28
Los Ríos,Segunda,24,1827.0,2021-05-28
Los Ríos,Segunda,25,1928.0,2021-05-28
Los Ríos,Segunda,26,2053.0,2021-05-28
Los Ríos,Segunda,27,2110.0,2021-05-28
Los Ríos,Segunda,28,2198.0,2021-05-28
Los Ríos,Segunda,29,2329.0,2021-05-28
Los Ríos,Segunda,30,2391.0,2021-05-28
Los Ríos,Segunda,31,2479.0,2021-05-28
Los Ríos,Segunda,32,2439.0,2021-05-28
Los Ríos,Segunda,33,2326.0,2021-05-28
Los Ríos,Segunda,34,2272.0,2021-05-28
Los Ríos,Segunda,35,2252.0,2021-05-28
Los Ríos,Segunda,36,2228.0,2021-05-28
Los Ríos,Segunda,37,2176.0,2021-05-28
Los Ríos,Segunda,38,2359.0,2021-05-28
Los Ríos,Segunda,39,2324.0,2021-05-28
Los Ríos,Segunda,40,2316.0,2021-05-28
Los Ríos,Segunda,41,2292.0,2021-05-28
Los Ríos,Segunda,42,2214.0,2021-05-28
Los Ríos,Segunda,43,2273.0,2021-05-28
Los Ríos,Segunda,44,2198.0,2021-05-28
Los Ríos,Segunda,45,2681.0,2021-05-28
Los Ríos,Segunda,46,2874.0,2021-05-28
Los Ríos,Segunda,47,3115.0,2021-05-28
Los Ríos,Segunda,48,3419.0,2021-05-28
Los Ríos,Segunda,49,3325.0,2021-05-28
Los Ríos,Segunda,50,3507.0,2021-05-28
Los Ríos,Segunda,51,3556.0,2021-05-28
Los Ríos,Segunda,52,3837.0,2021-05-28
Los Ríos,Segunda,53,4026.0,2021-05-28
Los Ríos,Segunda,54,4131.0,2021-05-28
Los Ríos,Segunda,55,4156.0,2021-05-28
Los Ríos,Segunda,56,4227.0,2021-05-28
Los Ríos,Segunda,57,4189.0,2021-05-28
Los Ríos,Segunda,58,4223.0,2021-05-28
Los Ríos,Segunda,59,4189.0,2021-05-28
Los Ríos,Segunda,60,4122.0,2021-05-28
Los Ríos,Segunda,61,3806.0,2021-05-28
Los Ríos,Segunda,62,3813.0,2021-05-28
Los Ríos,Segunda,63,3816.0,2021-05-28
Los Ríos,Segunda,64,3633.0,2021-05-28
Los Ríos,Segunda,65,3538.0,2021-05-28
Los Ríos,Segunda,66,3589.0,2021-05-28
Los Ríos,Segunda,67,3441.0,2021-05-28
Los Ríos,Segunda,68,3171.0,2021-05-28
Los Ríos,Segunda,69,3022.0,2021-05-28
Los Ríos,Segunda,70,2696.0,2021-05-28
Los Ríos,Segunda,71,2632.0,2021-05-28
Los Ríos,Segunda,72,2523.0,2021-05-28
Los Ríos,Segunda,73,2502.0,2021-05-28
Los Ríos,Segunda,74,2335.0,2021-05-28
Los Ríos,Segunda,75,2050.0,2021-05-28
Los Ríos,Segunda,76,2003.0,2021-05-28
Los Ríos,Segunda,77,1849.0,2021-05-28
Los Ríos,Segunda,78,1800.0,2021-05-28
Los Ríos,Segunda,79,1528.0,2021-05-28
Los Ríos,Segunda,80,11419.0,2021-05-28
Magallanes,Primera,15,0.0,2021-05-28
Magallanes,Primera,16,0.0,2021-05-28
Magallanes,Primera,17,0.0,2021-05-28
Magallanes,Primera,18,956.0,2021-05-28
Magallanes,Primera,19,1222.0,2021-05-28
Magallanes,Primera,20,1054.0,2021-05-28
Magallanes,Primera,21,983.0,2021-05-28
Magallanes,Primera,22,1260.0,2021-05-28
Magallanes,Primera,23,1204.0,2021-05-28
Magallanes,Primera,24,1406.0,2021-05-28
Magallanes,Primera,25,1424.0,2021-05-28
Magallanes,Primera,26,1900.0,2021-05-28
Magallanes,Primera,27,2078.0,2021-05-28
Magallanes,Primera,28,2079.0,2021-05-28
Magallanes,Primera,29,2258.0,2021-05-28
Magallanes,Primera,30,2395.0,2021-05-28
Magallanes,Primera,31,2336.0,2021-05-28
Magallanes,Primera,32,2451.0,2021-05-28
Magallanes,Primera,33,2414.0,2021-05-28
Magallanes,Primera,34,2238.0,2021-05-28
Magallanes,Primera,35,2264.0,2021-05-28
Magallanes,Primera,36,2326.0,2021-05-28
Magallanes,Primera,37,2253.0,2021-05-28
Magallanes,Primera,38,2352.0,2021-05-28
Magallanes,Primera,39,2382.0,2021-05-28
Magallanes,Primera,40,2215.0,2021-05-28
Magallanes,Primera,41,2232.0,2021-05-28
Magallanes,Primera,42,2244.0,2021-05-28
Magallanes,Primera,43,2217.0,2021-05-28
Magallanes,Primera,44,2126.0,2021-05-28
Magallanes,Primera,45,2275.0,2021-05-28
Magallanes,Primera,46,2173.0,2021-05-28
Magallanes,Primera,47,2179.0,2021-05-28
Magallanes,Primera,48,2058.0,2021-05-28
Magallanes,Primera,49,1921.0,2021-05-28
Magallanes,Primera,50,2027.0,2021-05-28
Magallanes,Primera,51,1816.0,2021-05-28
Magallanes,Primera,52,1899.0,2021-05-28
Magallanes,Primera,53,2057.0,2021-05-28
Magallanes,Primera,54,1993.0,2021-05-28
Magallanes,Primera,55,1964.0,2021-05-28
Magallanes,Primera,56,2064.0,2021-05-28
Magallanes,Primera,57,2086.0,2021-05-28
Magallanes,Primera,58,2059.0,2021-05-28
Magallanes,Primera,59,2015.0,2021-05-28
Magallanes,Primera,60,1989.0,2021-05-28
Magallanes,Primera,61,1911.0,2021-05-28
Magallanes,Primera,62,1884.0,2021-05-28
Magallanes,Primera,63,1913.0,2021-05-28
Magallanes,Primera,64,1713.0,2021-05-28
Magallanes,Primera,65,1697.0,2021-05-28
Magallanes,Primera,66,1504.0,2021-05-28
Magallanes,Primera,67,1429.0,2021-05-28
Magallanes,Primera,68,1294.0,2021-05-28
Magallanes,Primera,69,1201.0,2021-05-28
Magallanes,Primera,70,1129.0,2021-05-28
Magallanes,Primera,71,1054.0,2021-05-28
Magallanes,Primera,72,993.0,2021-05-28
Magallanes,Primera,73,981.0,2021-05-28
Magallanes,Primera,74,907.0,2021-05-28
Magallanes,Primera,75,806.0,2021-05-28
Magallanes,Primera,76,765.0,2021-05-28
Magallanes,Primera,77,740.0,2021-05-28
Magallanes,Primera,78,660.0,2021-05-28
Magallanes,Primera,79,647.0,2021-05-28
Magallanes,Primera,80,4437.0,2021-05-28
Magallanes,Segunda,15,0.0,2021-05-28
Magallanes,Segunda,16,0.0,2021-05-28
Magallanes,Segunda,17,0.0,2021-05-28
Magallanes,Segunda,18,653.0,2021-05-28
Magallanes,Segunda,19,1002.0,2021-05-28
Magallanes,Segunda,20,880.0,2021-05-28
Magallanes,Segunda,21,834.0,2021-05-28
Magallanes,Segunda,22,1086.0,2021-05-28
Magallanes,Segunda,23,1033.0,2021-05-28
Magallanes,Segunda,24,1204.0,2021-05-28
Magallanes,Segunda,25,1217.0,2021-05-28
Magallanes,Segunda,26,1312.0,2021-05-28
Magallanes,Segunda,27,1424.0,2021-05-28
Magallanes,Segunda,28,1433.0,2021-05-28
Magallanes,Segunda,29,1555.0,2021-05-28
Magallanes,Segunda,30,1663.0,2021-05-28
Magallanes,Segunda,31,1586.0,2021-05-28
Magallanes,Segunda,32,1624.0,2021-05-28
Magallanes,Segunda,33,1670.0,2021-05-28
Magallanes,Segunda,34,1583.0,2021-05-28
Magallanes,Segunda,35,1526.0,2021-05-28
Magallanes,Segunda,36,1629.0,2021-05-28
Magallanes,Segunda,37,1573.0,2021-05-28
Magallanes,Segunda,38,1642.0,2021-05-28
Magallanes,Segunda,39,1649.0,2021-05-28
Magallanes,Segunda,40,1541.0,2021-05-28
Magallanes,Segunda,41,1617.0,2021-05-28
Magallanes,Segunda,42,1557.0,2021-05-28
Magallanes,Segunda,43,1612.0,2021-05-28
Magallanes,Segunda,44,1518.0,2021-05-28
Magallanes,Segunda,45,1852.0,2021-05-28
Magallanes,Segunda,46,1841.0,2021-05-28
Magallanes,Segunda,47,1841.0,2021-05-28
Magallanes,Segunda,48,1819.0,2021-05-28
Magallanes,Segunda,49,1686.0,2021-05-28
Magallanes,Segunda,50,1852.0,2021-05-28
Magallanes,Segunda,51,1647.0,2021-05-28
Magallanes,Segunda,52,1737.0,2021-05-28
Magallanes,Segunda,53,1863.0,2021-05-28
Magallanes,Segunda,54,1836.0,2021-05-28
Magallanes,Segunda,55,1832.0,2021-05-28
Magallanes,Segunda,56,1922.0,2021-05-28
Magallanes,Segunda,57,1926.0,2021-05-28
Magallanes,Segunda,58,1932.0,2021-05-28
Magallanes,Segunda,59,1905.0,2021-05-28
Magallanes,Segunda,60,1864.0,2021-05-28
Magallanes,Segunda,61,1813.0,2021-05-28
Magallanes,Segunda,62,1803.0,2021-05-28
Magallanes,Segunda,63,1853.0,2021-05-28
Magallanes,Segunda,64,1652.0,2021-05-28
Magallanes,Segunda,65,1653.0,2021-05-28
Magallanes,Segunda,66,1461.0,2021-05-28
Magallanes,Segunda,67,1398.0,2021-05-28
Magallanes,Segunda,68,1269.0,2021-05-28
Magallanes,Segunda,69,1175.0,2021-05-28
Magallanes,Segunda,70,1106.0,2021-05-28
Magallanes,Segunda,71,1031.0,2021-05-28
Magallanes,Segunda,72,974.0,2021-05-28
Magallanes,Segunda,73,963.0,2021-05-28
Magallanes,Segunda,74,889.0,2021-05-28
Magallanes,Segunda,75,792.0,2021-05-28
Magallanes,Segunda,76,753.0,2021-05-28
Magallanes,Segunda,77,727.0,2021-05-28
Magallanes,Segunda,78,650.0,2021-05-28
Magallanes,Segunda,79,630.0,2021-05-28
Magallanes,Segunda,80,4334.0,2021-05-28
Maule,Primera,15,0.0,2021-05-28
Maule,Primera,16,0.0,2021-05-28
Maule,Primera,17,0.0,2021-05-28
Maule,Primera,18,2102.0,2021-05-28
Maule,Primera,19,2515.0,2021-05-28
Maule,Primera,20,2676.0,2021-05-28
Maule,Primera,21,3042.0,2021-05-28
Maule,Primera,22,3564.0,2021-05-28
Maule,Primera,23,3963.0,2021-05-28
Maule,Primera,24,4598.0,2021-05-28
Maule,Primera,25,5071.0,2021-05-28
Maule,Primera,26,8796.0,2021-05-28
Maule,Primera,27,9665.0,2021-05-28
Maule,Primera,28,10113.0,2021-05-28
Maule,Primera,29,10640.0,2021-05-28
Maule,Primera,30,11696.0,2021-05-28
Maule,Primera,31,12289.0,2021-05-28
Maule,Primera,32,12017.0,2021-05-28
Maule,Primera,33,11716.0,2021-05-28
Maule,Primera,34,11207.0,2021-05-28
Maule,Primera,35,11185.0,2021-05-28
Maule,Primera,36,10782.0,2021-05-28
Maule,Primera,37,10895.0,2021-05-28
Maule,Primera,38,11685.0,2021-05-28
Maule,Primera,39,12188.0,2021-05-28
Maule,Primera,40,11528.0,2021-05-28
Maule,Primera,41,11460.0,2021-05-28
Maule,Primera,42,11089.0,2021-05-28
Maule,Primera,43,11278.0,2021-05-28
Maule,Primera,44,11856.0,2021-05-28
Maule,Primera,45,12536.0,2021-05-28
Maule,Primera,46,12536.0,2021-05-28
Maule,Primera,47,12719.0,2021-05-28
Maule,Primera,48,12823.0,2021-05-28
Maule,Primera,49,12584.0,2021-05-28
Maule,Primera,50,12328.0,2021-05-28
Maule,Primera,51,12199.0,2021-05-28
Maule,Primera,52,13091.0,2021-05-28
Maule,Primera,53,13541.0,2021-05-28
Maule,Primera,54,13746.0,2021-05-28
Maule,Primera,55,13867.0,2021-05-28
Maule,Primera,56,13446.0,2021-05-28
Maule,Primera,57,13469.0,2021-05-28
Maule,Primera,58,13431.0,2021-05-28
Maule,Primera,59,12780.0,2021-05-28
Maule,Primera,60,13057.0,2021-05-28
Maule,Primera,61,12015.0,2021-05-28
Maule,Primera,62,11667.0,2021-05-28
Maule,Primera,63,11574.0,2021-05-28
Maule,Primera,64,11077.0,2021-05-28
Maule,Primera,65,10954.0,2021-05-28
Maule,Primera,66,9859.0,2021-05-28
Maule,Primera,67,10377.0,2021-05-28
Maule,Primera,68,9400.0,2021-05-28
Maule,Primera,69,8733.0,2021-05-28
Maule,Primera,70,8321.0,2021-05-28
Maule,Primera,71,7834.0,2021-05-28
Maule,Primera,72,7598.0,2021-05-28
Maule,Primera,73,6888.0,2021-05-28
Maule,Primera,74,6671.0,2021-05-28
Maule,Primera,75,6172.0,2021-05-28
Maule,Primera,76,5958.0,2021-05-28
Maule,Primera,77,5195.0,2021-05-28
Maule,Primera,78,4838.0,2021-05-28
Maule,Primera,79,4378.0,2021-05-28
Maule,Primera,80,30463.0,2021-05-28
Maule,Segunda,15,0.0,2021-05-28
Maule,Segunda,16,0.0,2021-05-28
Maule,Segunda,17,0.0,2021-05-28
Maule,Segunda,18,1591.0,2021-05-28
Maule,Segunda,19,2000.0,2021-05-28
Maule,Segunda,20,2071.0,2021-05-28
Maule,Segunda,21,2381.0,2021-05-28
Maule,Segunda,22,2860.0,2021-05-28
Maule,Segunda,23,3290.0,2021-05-28
Maule,Segunda,24,3811.0,2021-05-28
Maule,Segunda,25,4159.0,2021-05-28
Maule,Segunda,26,4590.0,2021-05-28
Maule,Segunda,27,4783.0,2021-05-28
Maule,Segunda,28,4979.0,2021-05-28
Maule,Segunda,29,5397.0,2021-05-28
Maule,Segunda,30,5541.0,2021-05-28
Maule,Segunda,31,5849.0,2021-05-28
Maule,Segunda,32,5682.0,2021-05-28
Maule,Segunda,33,5445.0,2021-05-28
Maule,Segunda,34,5252.0,2021-05-28
Maule,Segunda,35,5066.0,2021-05-28
Maule,Segunda,36,4947.0,2021-05-28
Maule,Segunda,37,4985.0,2021-05-28
Maule,Segunda,38,5281.0,2021-05-28
Maule,Segunda,39,5559.0,2021-05-28
Maule,Segunda,40,5299.0,2021-05-28
Maule,Segunda,41,5253.0,2021-05-28
Maule,Segunda,42,5126.0,2021-05-28
Maule,Segunda,43,5227.0,2021-05-28
Maule,Segunda,44,5641.0,2021-05-28
Maule,Segunda,45,7493.0,2021-05-28
Maule,Segunda,46,8343.0,2021-05-28
Maule,Segunda,47,9606.0,2021-05-28
Maule,Segunda,48,10564.0,2021-05-28
Maule,Segunda,49,10614.0,2021-05-28
Maule,Segunda,50,10583.0,2021-05-28
Maule,Segunda,51,10549.0,2021-05-28
Maule,Segunda,52,11529.0,2021-05-28
Maule,Segunda,53,12010.0,2021-05-28
Maule,Segunda,54,12290.0,2021-05-28
Maule,Segunda,55,12492.0,2021-05-28
Maule,Segunda,56,12178.0,2021-05-28
Maule,Segunda,57,12255.0,2021-05-28
Maule,Segunda,58,12316.0,2021-05-28
Maule,Segunda,59,11797.0,2021-05-28
Maule,Segunda,60,12150.0,2021-05-28
Maule,Segunda,61,11266.0,2021-05-28
Maule,Segunda,62,11041.0,2021-05-28
Maule,Segunda,63,11000.0,2021-05-28
Maule,Segunda,64,10539.0,2021-05-28
Maule,Segunda,65,10494.0,2021-05-28
Maule,Segunda,66,9471.0,2021-05-28
Maule,Segunda,67,10047.0,2021-05-28
Maule,Segunda,68,9080.0,2021-05-28
Maule,Segunda,69,8444.0,2021-05-28
Maule,Segunda,70,8077.0,2021-05-28
Maule,Segunda,71,7606.0,2021-05-28
Maule,Segunda,72,7368.0,2021-05-28
Maule,Segunda,73,6696.0,2021-05-28
Maule,Segunda,74,6488.0,2021-05-28
Maule,Segunda,75,6009.0,2021-05-28
Maule,Segunda,76,5788.0,2021-05-28
Maule,Segunda,77,5054.0,2021-05-28
Maule,Segunda,78,4704.0,2021-05-28
Maule,Segunda,79,4269.0,2021-05-28
Maule,Segunda,80,29615.0,2021-05-28
Metropolitana,Primera,15,0.0,2021-05-28
Metropolitana,Primera,16,0.0,2021-05-28
Metropolitana,Primera,17,0.0,2021-05-28
Metropolitana,Primera,18,13627.0,2021-05-28
Metropolitana,Primera,19,16910.0,2021-05-28
Metropolitana,Primera,20,20187.0,2021-05-28
Metropolitana,Primera,21,22911.0,2021-05-28
Metropolitana,Primera,22,26403.0,2021-05-28
Metropolitana,Primera,23,29587.0,2021-05-28
Metropolitana,Primera,24,32823.0,2021-05-28
Metropolitana,Primera,25,36814.0,2021-05-28
Metropolitana,Primera,26,69081.0,2021-05-28
Metropolitana,Primera,27,75938.0,2021-05-28
Metropolitana,Primera,28,78994.0,2021-05-28
Metropolitana,Primera,29,81536.0,2021-05-28
Metropolitana,Primera,30,90709.0,2021-05-28
Metropolitana,Primera,31,94252.0,2021-05-28
Metropolitana,Primera,32,93375.0,2021-05-28
Metropolitana,Primera,33,89800.0,2021-05-28
Metropolitana,Primera,34,86818.0,2021-05-28
Metropolitana,Primera,35,85405.0,2021-05-28
Metropolitana,Primera,36,83877.0,2021-05-28
Metropolitana,Primera,37,82532.0,2021-05-28
Metropolitana,Primera,38,85479.0,2021-05-28
Metropolitana,Primera,39,87559.0,2021-05-28
Metropolitana,Primera,40,83184.0,2021-05-28
Metropolitana,Primera,41,81313.0,2021-05-28
Metropolitana,Primera,42,78048.0,2021-05-28
Metropolitana,Primera,43,75725.0,2021-05-28
Metropolitana,Primera,44,76332.0,2021-05-28
Metropolitana,Primera,45,80550.0,2021-05-28
Metropolitana,Primera,46,82871.0,2021-05-28
Metropolitana,Primera,47,83753.0,2021-05-28
Metropolitana,Primera,48,84587.0,2021-05-28
Metropolitana,Primera,49,84206.0,2021-05-28
Metropolitana,Primera,50,80859.0,2021-05-28
Metropolitana,Primera,51,77486.0,2021-05-28
Metropolitana,Primera,52,78875.0,2021-05-28
Metropolitana,Primera,53,79838.0,2021-05-28
Metropolitana,Primera,54,80672.0,2021-05-28
Metropolitana,Primera,55,82575.0,2021-05-28
Metropolitana,Primera,56,83518.0,2021-05-28
Metropolitana,Primera,57,82734.0,2021-05-28
Metropolitana,Primera,58,83527.0,2021-05-28
Metropolitana,Primera,59,79167.0,2021-05-28
Metropolitana,Primera,60,77766.0,2021-05-28
Metropolitana,Primera,61,72000.0,2021-05-28
Metropolitana,Primera,62,69710.0,2021-05-28
Metropolitana,Primera,63,67946.0,2021-05-28
Metropolitana,Primera,64,64439.0,2021-05-28
Metropolitana,Primera,65,60512.0,2021-05-28
Metropolitana,Primera,66,54172.0,2021-05-28
Metropolitana,Primera,67,53816.0,2021-05-28
Metropolitana,Primera,68,49118.0,2021-05-28
Metropolitana,Primera,69,46132.0,2021-05-28
Metropolitana,Primera,70,43634.0,2021-05-28
Metropolitana,Primera,71,42700.0,2021-05-28
Metropolitana,Primera,72,41000.0,2021-05-28
Metropolitana,Primera,73,38836.0,2021-05-28
Metropolitana,Primera,74,36879.0,2021-05-28
Metropolitana,Primera,75,34243.0,2021-05-28
Metropolitana,Primera,76,32831.0,2021-05-28
Metropolitana,Primera,77,29792.0,2021-05-28
Metropolitana,Primera,78,27968.0,2021-05-28
Metropolitana,Primera,79,25503.0,2021-05-28
Metropolitana,Primera,80,184300.0,2021-05-28
Metropolitana,Segunda,15,0.0,2021-05-28
Metropolitana,Segunda,16,0.0,2021-05-28
Metropolitana,Segunda,17,0.0,2021-05-28
Metropolitana,Segunda,18,11167.0,2021-05-28
Metropolitana,Segunda,19,14038.0,2021-05-28
Metropolitana,Segunda,20,17134.0,2021-05-28
Metropolitana,Segunda,21,19593.0,2021-05-28
Metropolitana,Segunda,22,22753.0,2021-05-28
Metropolitana,Segunda,23,26110.0,2021-05-28
Metropolitana,Segunda,24,29052.0,2021-05-28
Metropolitana,Segunda,25,32161.0,2021-05-28
Metropolitana,Segunda,26,35130.0,2021-05-28
Metropolitana,Segunda,27,36477.0,2021-05-28
Metropolitana,Segunda,28,38328.0,2021-05-28
Metropolitana,Segunda,29,40412.0,2021-05-28
Metropolitana,Segunda,30,42572.0,2021-05-28
Metropolitana,Segunda,31,44006.0,2021-05-28
Metropolitana,Segunda,32,43735.0,2021-05-28
Metropolitana,Segunda,33,42146.0,2021-05-28
Metropolitana,Segunda,34,41182.0,2021-05-28
Metropolitana,Segunda,35,39847.0,2021-05-28
Metropolitana,Segunda,36,39223.0,2021-05-28
Metropolitana,Segunda,37,38730.0,2021-05-28
Metropolitana,Segunda,38,40382.0,2021-05-28
Metropolitana,Segunda,39,41405.0,2021-05-28
Metropolitana,Segunda,40,39251.0,2021-05-28
Metropolitana,Segunda,41,38963.0,2021-05-28
Metropolitana,Segunda,42,37677.0,2021-05-28
