Region,Dosis,edad,accumulated_vaccinated,start_date
Coquimbo,Primera,31,8113.0,2021-05-28
Coquimbo,Primera,32,8151.0,2021-05-28
Coquimbo,Primera,33,7961.0,2021-05-28
Coquimbo,Primera,34,7860.0,2021-05-28
Coquimbo,Primera,35,7902.0,2021-05-28
Coquimbo,Primera,36,7882.0,2021-05-28
Coquimbo,Primera,37,7730.0,2021-05-28
Coquimbo,Primera,38,8004.0,2021-05-28
Coquimbo,Primera,39,8384.0,2021-05-28
Coquimbo,Primera,40,8170.0,2021-05-28
Coquimbo,Primera,41,7909.0,2021-05-28
Coquimbo,Primera,42,8038.0,2021-05-28
Coquimbo,Primera,43,7894.0,2021-05-28
Coquimbo,Primera,44,8000.0,2021-05-28
Coquimbo,Primera,45,8437.0,2021-05-28
Coquimbo,Primera,46,8833.0,2021-05-28
Coquimbo,Primera,47,8664.0,2021-05-28
Coquimbo,Primera,48,8751.0,2021-05-28
Coquimbo,Primera,49,8695.0,2021-05-28
Coquimbo,Primera,50,8385.0,2021-05-28
Coquimbo,Primera,51,8525.0,2021-05-28
Coquimbo,Primera,52,8834.0,2021-05-28
Coquimbo,Primera,53,9146.0,2021-05-28
Coquimbo,Primera,54,8840.0,2021-05-28
Coquimbo,Primera,55,9000.0,2021-05-28
Coquimbo,Primera,56,8878.0,2021-05-28
Coquimbo,Primera,57,8647.0,2021-05-28
Coquimbo,Primera,58,8968.0,2021-05-28
Coquimbo,Primera,59,8436.0,2021-05-28
Coquimbo,Primera,60,8820.0,2021-05-28
Coquimbo,Primera,61,7995.0,2021-05-28
Coquimbo,Primera,62,7941.0,2021-05-28
Coquimbo,Primera,63,7616.0,2021-05-28
Coquimbo,Primera,64,7275.0,2021-05-28
Coquimbo,Primera,65,7601.0,2021-05-28
Coquimbo,Primera,66,7048.0,2021-05-28
Coquimbo,Primera,67,6872.0,2021-05-28
Coquimbo,Primera,68,6237.0,2021-05-28
Coquimbo,Primera,69,5825.0,2021-05-28
Coquimbo,Primera,70,5557.0,2021-05-28
Coquimbo,Primera,71,5094.0,2021-05-28
Coquimbo,Primera,72,5012.0,2021-05-28
Coquimbo,Primera,73,4608.0,2021-05-28
Coquimbo,Primera,74,4129.0,2021-05-28
Coquimbo,Primera,75,4317.0,2021-05-28
Coquimbo,Primera,76,3933.0,2021-05-28
Coquimbo,Primera,77,3760.0,2021-05-28
Coquimbo,Primera,78,3579.0,2021-05-28
Coquimbo,Primera,79,3163.0,2021-05-28
Coquimbo,Primera,80,22194.0,2021-05-28
Coquimbo,Segunda,15,0.0,2021-05-28
Coquimbo,Segunda,16,0.0,2021-05-28
Coquimbo,Segunda,17,0.0,2021-05-28
Coquimbo,Segunda,18,1174.0,2021-05-28
Coquimbo,Segunda,19,1503.0,2021-05-28
Coquimbo,Segunda,20,1673.0,2021-05-28
Coquimbo,Segunda,21,1827.0,2021-05-28
Coquimbo,Segunda,22,2084.0,2021-05-28
Coquimbo,Segunda,23,2314.0,2021-05-28
Coquimbo,Segunda,24,2655.0,2021-05-28
Coquimbo,Segunda,25,2880.0,2021-05-28
Coquimbo,Segunda,26,3047.0,2021-05-28
Coquimbo,Segunda,27,3338.0,2021-05-28
Coquimbo,Segunda,28,3470.0,2021-05-28
Coquimbo,Segunda,29,3629.0,2021-05-28
Coquimbo,Segunda,30,3865.0,2021-05-28
Coquimbo,Segunda,31,3955.0,2021-05-28
Coquimbo,Segunda,32,3910.0,2021-05-28
Coquimbo,Segunda,33,3793.0,2021-05-28
Coquimbo,Segunda,34,3855.0,2021-05-28
Coquimbo,Segunda,35,3792.0,2021-05-28
Coquimbo,Segunda,36,3755.0,2021-05-28
Coquimbo,Segunda,37,3576.0,2021-05-28
Coquimbo,Segunda,38,3716.0,2021-05-28
Coquimbo,Segunda,39,3797.0,2021-05-28
Coquimbo,Segunda,40,3838.0,2021-05-28
Coquimbo,Segunda,41,3588.0,2021-05-28
Coquimbo,Segunda,42,3721.0,2021-05-28
Coquimbo,Segunda,43,3653.0,2021-05-28
Coquimbo,Segunda,44,3923.0,2021-05-28
Coquimbo,Segunda,45,5291.0,2021-05-28
Coquimbo,Segunda,46,6016.0,2021-05-28
Coquimbo,Segunda,47,6691.0,2021-05-28
Coquimbo,Segunda,48,7387.0,2021-05-28
Coquimbo,Segunda,49,7387.0,2021-05-28
Coquimbo,Segunda,50,7354.0,2021-05-28
Coquimbo,Segunda,51,7576.0,2021-05-28
Coquimbo,Segunda,52,7880.0,2021-05-28
Coquimbo,Segunda,53,8170.0,2021-05-28
Coquimbo,Segunda,54,8001.0,2021-05-28
Coquimbo,Segunda,55,8192.0,2021-05-28
Coquimbo,Segunda,56,8082.0,2021-05-28
Coquimbo,Segunda,57,7965.0,2021-05-28
Coquimbo,Segunda,58,8295.0,2021-05-28
Coquimbo,Segunda,59,7844.0,2021-05-28
Coquimbo,Segunda,60,8289.0,2021-05-28
Coquimbo,Segunda,61,7540.0,2021-05-28
Coquimbo,Segunda,62,7533.0,2021-05-28
Coquimbo,Segunda,63,7262.0,2021-05-28
Coquimbo,Segunda,64,6949.0,2021-05-28
Coquimbo,Segunda,65,7302.0,2021-05-28
Coquimbo,Segunda,66,6804.0,2021-05-28
Coquimbo,Segunda,67,6668.0,2021-05-28
Coquimbo,Segunda,68,6030.0,2021-05-28
Coquimbo,Segunda,69,5639.0,2021-05-28
Coquimbo,Segunda,70,5396.0,2021-05-28
Coquimbo,Segunda,71,4957.0,2021-05-28
Coquimbo,Segunda,72,4852.0,2021-05-28
Coquimbo,Segunda,73,4487.0,2021-05-28
Coquimbo,Segunda,74,4011.0,2021-05-28
Coquimbo,Segunda,75,4198.0,2021-05-28
Coquimbo,Segunda,76,3834.0,2021-05-28
Coquimbo,Segunda,77,3647.0,2021-05-28
Coquimbo,Segunda,78,3469.0,2021-05-28
Coquimbo,Segunda,79,3064.0,2021-05-28
Coquimbo,Segunda,80,21431.0,2021-05-28
Ignorada,Primera,15,0.0,2021-05-28
Ignorada,Primera,16,0.0,2021-05-28
Ignorada,Primera,17,0.0,2021-05-28
Ignorada,Primera,18,0.0,2021-05-28
Ignorada,Primera,19,0.0,2021-05-28
Ignorada,Primera,20,1.0,2021-05-28
Ignorada,Primera,21,1.0,2021-05-28
Ignorada,Primera,22,1.0,2021-05-28
Ignorada,Primera,23,2.0,2021-05-28
Ignorada,Primera,24,0.0,2021-05-28
Ignorada,Primera,25,2.0,2021-05-28
Ignorada,Primera,26,3.0,2021-05-28
Ignorada,Primera,27,6.0,2021-05-28
Ignorada,Primera,28,0.0,2021-05-28
Ignorada,Primera,29,3.0,2021-05-28
Ignorada,Primera,30,2.0,2021-05-28
Ignorada,Primera,31,4.0,2021-05-28
Ignorada,Primera,32,5.0,2021-05-28
Ignorada,Primera,33,2.0,2021-05-28
Ignorada,Primera,34,0.0,2021-05-28
Ignorada,Primera,35,3.0,2021-05-28
Ignorada,Primera,36,1.0,2021-05-28
Ignorada,Primera,37,1.0,2021-05-28
Ignorada,Primera,38,4.0,2021-05-28
Ignorada,Primera,39,3.0,2021-05-28
Ignorada,Primera,40,1.0,2021-05-28
Ignorada,Primera,41,1.0,2021-05-28
Ignorada,Primera,42,3.0,2021-05-28
Ignorada,Primera,43,2.0,2021-05-28
Ignorada,Primera,44,3.0,2021-05-28
Ignorada,Primera,45,1.0,2021-05-28
Ignorada,Primera,46,0.0,2021-05-28
Ignorada,Primera,47,2.0,2021-05-28
Ignorada,Primera,48,4.0,2021-05-28
Ignorada,Primera,49,1.0,2021-05-28
Ignorada,Primera,50,1.0,2021-05-28
Ignorada,Primera,51,3.0,2021-05-28
Ignorada,Primera,52,1.0,2021-05-28
Ignorada,Primera,53,0.0,2021-05-28
Ignorada,Primera,54,0.0,2021-05-28
Ignorada,Primera,55,1.0,2021-05-28
Ignorada,Primera,56,0.0,2021-05-28
Ignorada,Primera,57,2.0,2021-05-28
Ignorada,Primera,58,4.0,2021-05-28
Ignorada,Primera,59,2.0,2021-05-28
Ignorada,Primera,60,2.0,2021-05-28
Ignorada,Primera,61,1.0,2021-05-28
Ignorada,Primera,62,3.0,2021-05-28
Ignorada,Primera,63,0.0,2021-05-28
Ignorada,Primera,64,1.0,2021-05-28
Ignorada,Primera,65,0.0,2021-05-28
Ignorada,Primera,66,2.0,2021-05-28
Ignorada,Primera,67,1.0,2021-05-28
Ignorada,Primera,68,0.0,2021-05-28
Ignorada,Primera,69,0.0,2021-05-28
Ignorada,Primera,70,1.0,2021-05-28
Ignorada,Primera,71,1.0,2021-05-28
Ignorada,Primera,72,1.0,2021-05-28
Ignorada,Primera,73,0.0,2021-05-28
Ignorada,Primera,74,1.0,2021-05-28
Ignorada,Primera,75,2.0,2021-05-28
Ignorada,Primera,76,0.0,2021-05-28
Ignorada,Primera,77,0.0,2021-05-28
Ignorada,Primera,78,0.0,2021-05-28
Ignorada,Primera,79,0.0,2021-05-28
Ignorada,Primera,80,0.0,2021-05-28
Ignorada,Segunda,15,0.0,2021-05-28
Ignorada,Segunda,16,0.0,2021-05-28
Ignorada,Segunda,17,0.0,2021-05-28
Ignorada,Segunda,18,0.0,2021-05-28
Ignorada,Segunda,19,0.0,2021-05-28
Ignorada,Segunda,20,1.0,2021-05-28
Ignorada,Segunda,21,0.0,2021-05-28
Ignorada,Segunda,22,1.0,2021-05-28
Ignorada,Segunda,23,2.0,2021-05-28
Ignorada,Segunda,24,0.0,2021-05-28
Ignorada,Segunda,25,2.0,2021-05-28
Ignorada,Segunda,26,1.0,2021-05-28
Ignorada,Segunda,27,4.0,2021-05-28
Ignorada,Segunda,28,0.0,2021-05-28
Ignorada,Segunda,29,2.0,2021-05-28
Ignorada,Segunda,30,1.0,2021-05-28
Ignorada,Segunda,31,2.0,2021-05-28
Ignorada,Segunda,32,1.0,2021-05-28
Ignorada,Segunda,33,2.0,2021-05-28
Ignorada,Segunda,34,0.0,2021-05-28
Ignorada,Segunda,35,0.0,2021-05-28
Ignorada,Segunda,36,0.0,2021-05-28
Ignorada,Segunda,37,0.0,2021-05-28
Ignorada,Segunda,38,1.0,2021-05-28
Ignorada,Segunda,39,1.0,2021-05-28
Ignorada,Segunda,40,1.0,2021-05-28
Ignorada,Segunda,41,0.0,2021-05-28
Ignorada,Segunda,42,2.0,2021-05-28
Ignorada,Segunda,43,2.0,2021-05-28
Ignorada,Segunda,44,2.0,2021-05-28
Ignorada,Segunda,45,1.0,2021-05-28
Ignorada,Segunda,46,0.0,2021-05-28
Ignorada,Segunda,47,1.0,2021-05-28
Ignorada,Segunda,48,2.0,2021-05-28
Ignorada,Segunda,49,1.0,2021-05-28
Ignorada,Segunda,50,1.0,2021-05-28
Ignorada,Segunda,51,3.0,2021-05-28
Ignorada,Segunda,52,1.0,2021-05-28
Ignorada,Segunda,53,0.0,2021-05-28
Ignorada,Segunda,54,0.0,2021-05-28
Ignorada,Segunda,55,1.0,2021-05-28
Ignorada,Segunda,56,0.0,2021-05-28
Ignorada,Segunda,57,2.0,2021-05-28
Ignorada,Segunda,58,4.0,2021-05-28
Ignorada,Segunda,59,2.0,2021-05-28
Ignorada,Segunda,60,1.0,2021-05-28
Ignorada,Segunda,61,1.0,2021-05-28
Ignorada,Segunda,62,2.0,2021-05-28
Ignorada,Segunda,63,0.0,2021-05-28
Ignorada,Segunda,64,1.0,2021-05-28
Ignorada,Segunda,65,0.0,2021-05-28
Ignorada,Segunda,66,1.0,2021-05-28
Ignorada,Segunda,67,1.0,2021-05-28
Ignorada,Segunda,68,0.0,2021-05-28
Ignorada,Segunda,69,0.0,2021-05-28
Ignorada,Segunda,70,1.0,2021-05-28
Ignorada,Segunda,71,1.0,2021-05-28
Ignorada,Segunda,72,1.0,2021-05-28
Ignorada,Segunda,73,0.0,2021-05-28
Ignorada,Segunda,74,1.0,2021-05-28
Ignorada,Segunda,75,2.0,2021-05-28
Ignorada,Segunda,76,0.0,2021-05-28
Ignorada,Segunda,77,0.0,2021-05-28
Ignorada,Segunda,78,0.0,2021-05-28
Ignorada,Segunda,79,0.0,2021-05-28
Ignorada,Segunda,80,0.0,2021-05-28
Araucanía,Primera,15,0.0,2021-05-28
Araucanía,Primera,16,0.0,2021-05-28
Araucanía,Primera,17,0.0,2021-05-28
Araucanía,Primera,18,1936.0,2021-05-28
Araucanía,Primera,19,2262.0,2021-05-28
Araucanía,Primera,20,2743.0,2021-05-28
Araucanía,Primera,21,2956.0,2021-05-28
Araucanía,Primera,22,3483.0,2021-05-28
Araucanía,Primera,23,4056.0,2021-05-28
Araucanía,Primera,24,4461.0,2021-05-28
Araucanía,Primera,25,4890.0,2021-05-28
Araucanía,Primera,26,7441.0,2021-05-28
Araucanía,Primera,27,8511.0,2021-05-28
Araucanía,Primera,28,8732.0,2021-05-28
Araucanía,Primera,29,9091.0,2021-05-28
Araucanía,Primera,30,9909.0,2021-05-28
Araucanía,Primera,31,10028.0,2021-05-28
Araucanía,Primera,32,9698.0,2021-05-28
Araucanía,Primera,33,9514.0,2021-05-28
Araucanía,Primera,34,9143.0,2021-05-28
Araucanía,Primera,35,9609.0,2021-05-28
Araucanía,Primera,36,9309.0,2021-05-28
Araucanía,Primera,37,9401.0,2021-05-28
Araucanía,Primera,38,9941.0,2021-05-28
Araucanía,Primera,39,10035.0,2021-05-28
Araucanía,Primera,40,9417.0,2021-05-28
Araucanía,Primera,41,9651.0,2021-05-28
Araucanía,Primera,42,9193.0,2021-05-28
Araucanía,Primera,43,9338.0,2021-05-28
Araucanía,Primera,44,9518.0,2021-05-28
Araucanía,Primera,45,10082.0,2021-05-28
Araucanía,Primera,46,10765.0,2021-05-28
Araucanía,Primera,47,10946.0,2021-05-28
Araucanía,Primera,48,11081.0,2021-05-28
Araucanía,Primera,49,10826.0,2021-05-28
Araucanía,Primera,50,11237.0,2021-05-28
Araucanía,Primera,51,10835.0,2021-05-28
Araucanía,Primera,52,11008.0,2021-05-28
Araucanía,Primera,53,11013.0,2021-05-28
Araucanía,Primera,54,11276.0,2021-05-28
Araucanía,Primera,55,11387.0,2021-05-28
Araucanía,Primera,56,11158.0,2021-05-28
Araucanía,Primera,57,11095.0,2021-05-28
Araucanía,Primera,58,10831.0,2021-05-28
Araucanía,Primera,59,10793.0,2021-05-28
Araucanía,Primera,60,10744.0,2021-05-28
Araucanía,Primera,61,9775.0,2021-05-28
Araucanía,Primera,62,9574.0,2021-05-28
Araucanía,Primera,63,9609.0,2021-05-28
Araucanía,Primera,64,9493.0,2021-05-28
Araucanía,Primera,65,9083.0,2021-05-28
Araucanía,Primera,66,8529.0,2021-05-28
Araucanía,Primera,67,8333.0,2021-05-28
Araucanía,Primera,68,7883.0,2021-05-28
Araucanía,Primera,69,7340.0,2021-05-28
Araucanía,Primera,70,6906.0,2021-05-28
Araucanía,Primera,71,6585.0,2021-05-28
Araucanía,Primera,72,6433.0,2021-05-28
Araucanía,Primera,73,6153.0,2021-05-28
Araucanía,Primera,74,5789.0,2021-05-28
Araucanía,Primera,75,5504.0,2021-05-28
Araucanía,Primera,76,5169.0,2021-05-28
Araucanía,Primera,77,4567.0,2021-05-28
Araucanía,Primera,78,4528.0,2021-05-28
Araucanía,Primera,79,3976.0,2021-05-28
Araucanía,Primera,80,30288.0,2021-05-28
Araucanía,Segunda,15,0.0,2021-05-28
Araucanía,Segunda,16,0.0,2021-05-28
Araucanía,Segunda,17,0.0,2021-05-28
Araucanía,Segunda,18,1477.0,2021-05-28
Araucanía,Segunda,19,1757.0,2021-05-28
Araucanía,Segunda,20,2183.0,2021-05-28
Araucanía,Segunda,21,2378.0,2021-05-28
Araucanía,Segunda,22,2885.0,2021-05-28
Araucanía,Segunda,23,3455.0,2021-05-28
Araucanía,Segunda,24,3845.0,2021-05-28
Araucanía,Segunda,25,4135.0,2021-05-28
Araucanía,Segunda,26,4592.0,2021-05-28
Araucanía,Segunda,27,4937.0,2021-05-28
Araucanía,Segunda,28,4968.0,2021-05-28
Araucanía,Segunda,29,5151.0,2021-05-28
Araucanía,Segunda,30,5377.0,2021-05-28
Araucanía,Segunda,31,5355.0,2021-05-28
Araucanía,Segunda,32,5125.0,2021-05-28
Araucanía,Segunda,33,5021.0,2021-05-28
Araucanía,Segunda,34,4847.0,2021-05-28
Araucanía,Segunda,35,4963.0,2021-05-28
Araucanía,Segunda,36,4756.0,2021-05-28
Araucanía,Segunda,37,4803.0,2021-05-28
Araucanía,Segunda,38,5132.0,2021-05-28
Araucanía,Segunda,39,5017.0,2021-05-28
Araucanía,Segunda,40,4782.0,2021-05-28
Araucanía,Segunda,41,4910.0,2021-05-28
Araucanía,Segunda,42,4680.0,2021-05-28
Araucanía,Segunda,43,4847.0,2021-05-28
Araucanía,Segunda,44,5023.0,2021-05-28
Araucanía,Segunda,45,6569.0,2021-05-28
Araucanía,Segunda,46,7692.0,2021-05-28
Araucanía,Segunda,47,8567.0,2021-05-28
Araucanía,Segunda,48,9275.0,2021-05-28
Araucanía,Segunda,49,9178.0,2021-05-28
Araucanía,Segunda,50,9739.0,2021-05-28
Araucanía,Segunda,51,9522.0,2021-05-28
Araucanía,Segunda,52,9768.0,2021-05-28
Araucanía,Segunda,53,9819.0,2021-05-28
Araucanía,Segunda,54,10164.0,2021-05-28
Araucanía,Segunda,55,10292.0,2021-05-28
Araucanía,Segunda,56,10121.0,2021-05-28
Araucanía,Segunda,57,10169.0,2021-05-28
Araucanía,Segunda,58,9973.0,2021-05-28
Araucanía,Segunda,59,9943.0,2021-05-28
Araucanía,Segunda,60,10075.0,2021-05-28
Araucanía,Segunda,61,9190.0,2021-05-28
Araucanía,Segunda,62,9033.0,2021-05-28
Araucanía,Segunda,63,9135.0,2021-05-28
Araucanía,Segunda,64,9029.0,2021-05-28
Araucanía,Segunda,65,8703.0,2021-05-28
Araucanía,Segunda,66,8205.0,2021-05-28
Araucanía,Segunda,67,8006.0,2021-05-28
Araucanía,Segunda,68,7577.0,2021-05-28
Araucanía,Segunda,69,7062.0,2021-05-28
Araucanía,Segunda,70,6667.0,2021-05-28
Araucanía,Segunda,71,6360.0,2021-05-28
Araucanía,Segunda,72,6256.0,2021-05-28
Araucanía,Segunda,73,5947.0,2021-05-28
Araucanía,Segunda,74,5601.0,2021-05-28
Araucanía,Segunda,75,5313.0,2021-05-28
Araucanía,Segunda,76,5016.0,2021-05-28
Araucanía,Segunda,77,4424.0,2021-05-28
Araucanía,Segunda,78,4390.0,2021-05-28
Araucanía,Segunda,79,3841.0,2021-05-28
Araucanía,Segunda,80,29236.0,2021-05-28
O’Higgins,Primera,15,0.0,2021-05-28
O’Higgins,Primera,16,0.0,2021-05-28
O’Higgins,Primera,17,0.0,2021-05-28
O’Higgins,Primera,18,2042.0,2021-05-28
O’Higgins,Primera,19,2238.0,2021-05-28
O’Higgins,Primera,20,2546.0,2021-05-28
O’Higgins,Primera,21,2779.0,2021-05-28
O’Higgins,Primera,22,3269.0,2021-05-28
O’Higgins,Primera,23,4118.0,2021-05-28
O’Higgins,Primera,24,4370.0,2021-05-28
O’Higgins,Primera,25,4861.0,2021-05-28
O’Higgins,Primera,26,7683.0,2021-05-28
O’Higgins,Primera,27,8589.0,2021-05-28
O’Higgins,Primera,28,9098.0,2021-05-28
O’Higgins,Primera,29,9462.0,2021-05-28
O’Higgins,Primera,30,10655.0,2021-05-28
O’Higgins,Primera,31,11053.0,2021-05-28
O’Higgins,Primera,32,11041.0,2021-05-28
O’Higgins,Primera,33,10944.0,2021-05-28
O’Higgins,Primera,34,10572.0,2021-05-28
O’Higgins,Primera,35,10505.0,2021-05-28
O’Higgins,Primera,36,10177.0,2021-05-28
O’Higgins,Primera,37,9989.0,2021-05-28
O’Higgins,Primera,38,10764.0,2021-05-28
O’Higgins,Primera,39,11166.0,2021-05-28
O’Higgins,Primera,40,10935.0,2021-05-28
O’Higgins,Primera,41,10636.0,2021-05-28
O’Higgins,Primera,42,10310.0,2021-05-28
O’Higgins,Primera,43,10372.0,2021-05-28
O’Higgins,Primera,44,10667.0,2021-05-28
O’Higgins,Primera,45,11453.0,2021-05-28
O’Higgins,Primera,46,11332.0,2021-05-28
O’Higgins,Primera,47,11432.0,2021-05-28
O’Higgins,Primera,48,11704.0,2021-05-28
O’Higgins,Primera,49,11335.0,2021-05-28
O’Higgins,Primera,50,11163.0,2021-05-28
O’Higgins,Primera,51,10686.0,2021-05-28
O’Higgins,Primera,52,11612.0,2021-05-28
O’Higgins,Primera,53,11818.0,2021-05-28
O’Higgins,Primera,54,12041.0,2021-05-28
O’Higgins,Primera,55,12008.0,2021-05-28
O’Higgins,Primera,56,11975.0,2021-05-28
O’Higgins,Primera,57,12032.0,2021-05-28
O’Higgins,Primera,58,11819.0,2021-05-28
O’Higgins,Primera,59,11284.0,2021-05-28
O’Higgins,Primera,60,11367.0,2021-05-28
O’Higgins,Primera,61,10616.0,2021-05-28
O’Higgins,Primera,62,10338.0,2021-05-28
O’Higgins,Primera,63,10219.0,2021-05-28
O’Higgins,Primera,64,9781.0,2021-05-28
O’Higgins,Primera,65,9432.0,2021-05-28
O’Higgins,Primera,66,8860.0,2021-05-28
O’Higgins,Primera,67,8842.0,2021-05-28
O’Higgins,Primera,68,8079.0,2021-05-28
O’Higgins,Primera,69,7540.0,2021-05-28
O’Higgins,Primera,70,7198.0,2021-05-28
O’Higgins,Primera,71,6855.0,2021-05-28
O’Higgins,Primera,72,6659.0,2021-05-28
O’Higgins,Primera,73,6305.0,2021-05-28
O’Higgins,Primera,74,5787.0,2021-05-28
O’Higgins,Primera,75,5536.0,2021-05-28
O’Higgins,Primera,76,5121.0,2021-05-28
O’Higgins,Primera,77,4435.0,2021-05-28
O’Higgins,Primera,78,4206.0,2021-05-28
O’Higgins,Primera,79,3861.0,2021-05-28
O’Higgins,Primera,80,26236.0,2021-05-28
O’Higgins,Segunda,15,0.0,2021-05-28
O’Higgins,Segunda,16,0.0,2021-05-28
O’Higgins,Segunda,17,0.0,2021-05-28
O’Higgins,Segunda,18,1489.0,2021-05-28
O’Higgins,Segunda,19,1722.0,2021-05-28
O’Higgins,Segunda,20,1956.0,2021-05-28
O’Higgins,Segunda,21,2222.0,2021-05-28
O’Higgins,Segunda,22,2654.0,2021-05-28
O’Higgins,Segunda,23,3034.0,2021-05-28
O’Higgins,Segunda,24,3293.0,2021-05-28
O’Higgins,Segunda,25,3542.0,2021-05-28
O’Higgins,Segunda,26,3947.0,2021-05-28
O’Higgins,Segunda,27,4111.0,2021-05-28
O’Higgins,Segunda,28,4287.0,2021-05-28
O’Higgins,Segunda,29,4458.0,2021-05-28
O’Higgins,Segunda,30,4895.0,2021-05-28
O’Higgins,Segunda,31,5052.0,2021-05-28
O’Higgins,Segunda,32,4989.0,2021-05-28
O’Higgins,Segunda,33,4915.0,2021-05-28
O’Higgins,Segunda,34,4826.0,2021-05-28
O’Higgins,Segunda,35,4596.0,2021-05-28
O’Higgins,Segunda,36,4430.0,2021-05-28
O’Higgins,Segunda,37,4407.0,2021-05-28
O’Higgins,Segunda,38,4825.0,2021-05-28
O’Higgins,Segunda,39,4976.0,2021-05-28
O’Higgins,Segunda,40,4891.0,2021-05-28
O’Higgins,Segunda,41,4927.0,2021-05-28
O’Higgins,Segunda,42,4639.0,2021-05-28
O’Higgins,Segunda,43,4687.0,2021-05-28
O’Higgins,Segunda,44,4922.0,2021-05-28
O’Higgins,Segunda,45,6529.0,2021-05-28
O’Higgins,Segunda,46,7477.0,2021-05-28
O’Higgins,Segunda,47,8859.0,2021-05-28
O’Higgins,Segunda,48,9885.0,2021-05-28
O’Higgins,Segunda,49,9804.0,2021-05-28
O’Higgins,Segunda,50,9859.0,2021-05-28
O’Higgins,Segunda,51,9501.0,2021-05-28
O’Higgins,Segunda,52,10434.0,2021-05-28
O’Higgins,Segunda,53,10692.0,2021-05-28
O’Higgins,Segunda,54,10954.0,2021-05-28
O’Higgins,Segunda,55,11010.0,2021-05-28
O’Higgins,Segunda,56,11026.0,2021-05-28
O’Higgins,Segunda,57,11249.0,2021-05-28
O’Higgins,Segunda,58,11023.0,2021-05-28
O’Higgins,Segunda,59,10536.0,2021-05-28
O’Higgins,Segunda,60,10750.0,2021-05-28
O’Higgins,Segunda,61,10111.0,2021-05-28
O’Higgins,Segunda,62,9873.0,2021-05-28
O’Higgins,Segunda,63,9799.0,2021-05-28
O’Higgins,Segunda,64,9415.0,2021-05-28
O’Higgins,Segunda,65,9095.0,2021-05-28
O’Higgins,Segunda,66,8570.0,2021-05-28
O’Higgins,Segunda,67,8603.0,2021-05-28
O’Higgins,Segunda,68,7887.0,2021-05-28
O’Higgins,Segunda,69,7372.0,2021-05-28
O’Higgins,Segunda,70,6999.0,2021-05-28
O’Higgins,Segunda,71,6695.0,2021-05-28
O’Higgins,Segunda,72,6491.0,2021-05-28
O’Higgins,Segunda,73,6161.0,2021-05-28
O’Higgins,Segunda,74,5644.0,2021-05-28
O’Higgins,Segunda,75,5416.0,2021-05-28
O’Higgins,Segunda,76,5022.0,2021-05-28
O’Higgins,Segunda,77,4335.0,2021-05-28
O’Higgins,Segunda,78,4118.0,2021-05-28
O’Higgins,Segunda,79,3783.0,2021-05-28
O’Higgins,Segunda,80,25572.0,2021-05-28
Los Lagos,Primera,15,0.0,2021-05-28
Los Lagos,Primera,16,0.0,2021-05-28
Los Lagos,Primera,17,0.0,2021-05-28
Los Lagos,Primera,18,1835.0,2021-05-28
Los Lagos,Primera,19,2074.0,2021-05-28
Los Lagos,Primera,20,2362.0,2021-05-28
Los Lagos,Primera,21,2570.0,2021-05-28
Los Lagos,Primera,22,3020.0,2021-05-28
Los Lagos,Primera,23,3548.0,2021-05-28
Los Lagos,Primera,24,3886.0,2021-05-28
Los Lagos,Primera,25,4247.0,2021-05-28
Los Lagos,Primera,26,6719.0,2021-05-28
Los Lagos,Primera,27,7324.0,2021-05-28
Los Lagos,Primera,28,7794.0,2021-05-28
Los Lagos,Primera,29,8253.0,2021-05-28
Los Lagos,Primera,30,9097.0,2021-05-28
Los Lagos,Primera,31,9162.0,2021-05-28
Los Lagos,Primera,32,9076.0,2021-05-28
Los Lagos,Primera,33,8857.0,2021-05-28
Los Lagos,Primera,34,8632.0,2021-05-28
Los Lagos,Primera,35,8442.0,2021-05-28
Los Lagos,Primera,36,8591.0,2021-05-28
Los Lagos,Primera,37,8637.0,2021-05-28
Los Lagos,Primera,38,9084.0,2021-05-28
Los Lagos,Primera,39,9042.0,2021-05-28
Los Lagos,Primera,40,9018.0,2021-05-28
Los Lagos,Primera,41,9031.0,2021-05-28
Los Lagos,Primera,42,8728.0,2021-05-28
Los Lagos,Primera,43,8706.0,2021-05-28
Los Lagos,Primera,44,8862.0,2021-05-28
Los Lagos,Primera,45,9267.0,2021-05-28
Los Lagos,Primera,46,9539.0,2021-05-28
Los Lagos,Primera,47,9875.0,2021-05-28
Los Lagos,Primera,48,9944.0,2021-05-28
Los Lagos,Primera,49,9441.0,2021-05-28
Los Lagos,Primera,50,9507.0,2021-05-28
Los Lagos,Primera,51,9532.0,2021-05-28
Los Lagos,Primera,52,9874.0,2021-05-28
Los Lagos,Primera,53,10085.0,2021-05-28
Los Lagos,Primera,54,9986.0,2021-05-28
Los Lagos,Primera,55,10010.0,2021-05-28
Los Lagos,Primera,56,9880.0,2021-05-28
Los Lagos,Primera,57,9634.0,2021-05-28
Los Lagos,Primera,58,9462.0,2021-05-28
Los Lagos,Primera,59,9069.0,2021-05-28
Los Lagos,Primera,60,9050.0,2021-05-28
Los Lagos,Primera,61,8407.0,2021-05-28
Los Lagos,Primera,62,8169.0,2021-05-28
Los Lagos,Primera,63,7908.0,2021-05-28
Los Lagos,Primera,64,7620.0,2021-05-28
Los Lagos,Primera,65,7292.0,2021-05-28
Los Lagos,Primera,66,6824.0,2021-05-28
