Region,Dosis,edad,accumulated_vaccinated,start_date
Araucanía,Segunda,40,2250.0,2021-04-06
Araucanía,Segunda,41,2184.0,2021-04-06
Araucanía,Segunda,42,1957.0,2021-04-06
Araucanía,Segunda,43,1962.0,2021-04-06
Araucanía,Segunda,44,2008.0,2021-04-06
Araucanía,Segunda,45,2034.0,2021-04-06
Araucanía,Segunda,46,2163.0,2021-04-06
Araucanía,Segunda,47,2085.0,2021-04-06
Araucanía,Segunda,48,2048.0,2021-04-06
Araucanía,Segunda,49,1951.0,2021-04-06
Araucanía,Segunda,50,2024.0,2021-04-06
Araucanía,Segunda,51,1933.0,2021-04-06
Araucanía,Segunda,52,1913.0,2021-04-06
Araucanía,Segunda,53,1861.0,2021-04-06
Araucanía,Segunda,54,1999.0,2021-04-06
Araucanía,Segunda,55,2127.0,2021-04-06
Araucanía,Segunda,56,2880.0,2021-04-06
Araucanía,Segunda,57,3218.0,2021-04-06
Araucanía,Segunda,58,3435.0,2021-04-06
Araucanía,Segunda,59,3774.0,2021-04-06
Araucanía,Segunda,60,6951.0,2021-04-06
Araucanía,Segunda,61,6774.0,2021-04-06
Araucanía,Segunda,62,6926.0,2021-04-06
Araucanía,Segunda,63,7177.0,2021-04-06
Araucanía,Segunda,64,7251.0,2021-04-06
Araucanía,Segunda,65,7534.0,2021-04-06
Araucanía,Segunda,66,7148.0,2021-04-06
Araucanía,Segunda,67,7115.0,2021-04-06
Araucanía,Segunda,68,6731.0,2021-04-06
Araucanía,Segunda,69,6344.0,2021-04-06
Araucanía,Segunda,70,5993.0,2021-04-06
Araucanía,Segunda,71,5774.0,2021-04-06
Araucanía,Segunda,72,5693.0,2021-04-06
Araucanía,Segunda,73,5436.0,2021-04-06
Araucanía,Segunda,74,5064.0,2021-04-06
Araucanía,Segunda,75,4885.0,2021-04-06
Araucanía,Segunda,76,4592.0,2021-04-06
Araucanía,Segunda,77,4054.0,2021-04-06
Araucanía,Segunda,78,4010.0,2021-04-06
Araucanía,Segunda,79,3511.0,2021-04-06
Araucanía,Segunda,80,26498.0,2021-04-06
Los Lagos,Primera,15,1.0,2021-04-06
Los Lagos,Primera,16,482.0,2021-04-06
Los Lagos,Primera,17,541.0,2021-04-06
Los Lagos,Primera,18,1202.0,2021-04-06
Los Lagos,Primera,19,1471.0,2021-04-06
Los Lagos,Primera,20,1736.0,2021-04-06
Los Lagos,Primera,21,1917.0,2021-04-06
Los Lagos,Primera,22,2319.0,2021-04-06
Los Lagos,Primera,23,2778.0,2021-04-06
Los Lagos,Primera,24,3102.0,2021-04-06
Los Lagos,Primera,25,3413.0,2021-04-06
Los Lagos,Primera,26,3725.0,2021-04-06
Los Lagos,Primera,27,3959.0,2021-04-06
Los Lagos,Primera,28,4266.0,2021-04-06
Los Lagos,Primera,29,4478.0,2021-04-06
Los Lagos,Primera,30,4848.0,2021-04-06
Los Lagos,Primera,31,4711.0,2021-04-06
Los Lagos,Primera,32,4723.0,2021-04-06
Los Lagos,Primera,33,4512.0,2021-04-06
Los Lagos,Primera,34,4380.0,2021-04-06
Los Lagos,Primera,35,4247.0,2021-04-06
Los Lagos,Primera,36,4366.0,2021-04-06
Los Lagos,Primera,37,4375.0,2021-04-06
Los Lagos,Primera,38,4528.0,2021-04-06
Los Lagos,Primera,39,4498.0,2021-04-06
Los Lagos,Primera,40,4526.0,2021-04-06
Los Lagos,Primera,41,4508.0,2021-04-06
Los Lagos,Primera,42,4379.0,2021-04-06
Los Lagos,Primera,43,4400.0,2021-04-06
Los Lagos,Primera,44,4515.0,2021-04-06
Los Lagos,Primera,45,4788.0,2021-04-06
Los Lagos,Primera,46,4880.0,2021-04-06
Los Lagos,Primera,47,5135.0,2021-04-06
Los Lagos,Primera,48,4993.0,2021-04-06
Los Lagos,Primera,49,4934.0,2021-04-06
Los Lagos,Primera,50,5460.0,2021-04-06
Los Lagos,Primera,51,6574.0,2021-04-06
Los Lagos,Primera,52,7426.0,2021-04-06
Los Lagos,Primera,53,7656.0,2021-04-06
Los Lagos,Primera,54,7744.0,2021-04-06
Los Lagos,Primera,55,8043.0,2021-04-06
Los Lagos,Primera,56,7945.0,2021-04-06
Los Lagos,Primera,57,7942.0,2021-04-06
Los Lagos,Primera,58,7988.0,2021-04-06
Los Lagos,Primera,59,7774.0,2021-04-06
Los Lagos,Primera,60,8264.0,2021-04-06
Los Lagos,Primera,61,7767.0,2021-04-06
Los Lagos,Primera,62,7582.0,2021-04-06
Los Lagos,Primera,63,7408.0,2021-04-06
Los Lagos,Primera,64,7175.0,2021-04-06
Los Lagos,Primera,65,6969.0,2021-04-06
Los Lagos,Primera,66,6546.0,2021-04-06
Los Lagos,Primera,67,6376.0,2021-04-06
Los Lagos,Primera,68,5849.0,2021-04-06
Los Lagos,Primera,69,5479.0,2021-04-06
Los Lagos,Primera,70,5349.0,2021-04-06
Los Lagos,Primera,71,5004.0,2021-04-06
Los Lagos,Primera,72,4948.0,2021-04-06
Los Lagos,Primera,73,4671.0,2021-04-06
Los Lagos,Primera,74,4406.0,2021-04-06
Los Lagos,Primera,75,3986.0,2021-04-06
Los Lagos,Primera,76,3795.0,2021-04-06
Los Lagos,Primera,77,3418.0,2021-04-06
Los Lagos,Primera,78,3486.0,2021-04-06
Los Lagos,Primera,79,3149.0,2021-04-06
Los Lagos,Primera,80,22281.0,2021-04-06
Los Lagos,Segunda,15,0.0,2021-04-06
Los Lagos,Segunda,16,9.0,2021-04-06
Los Lagos,Segunda,17,16.0,2021-04-06
Los Lagos,Segunda,18,220.0,2021-04-06
Los Lagos,Segunda,19,396.0,2021-04-06
Los Lagos,Segunda,20,515.0,2021-04-06
Los Lagos,Segunda,21,635.0,2021-04-06
Los Lagos,Segunda,22,900.0,2021-04-06
Los Lagos,Segunda,23,1264.0,2021-04-06
Los Lagos,Segunda,24,1571.0,2021-04-06
Los Lagos,Segunda,25,1889.0,2021-04-06
Los Lagos,Segunda,26,2102.0,2021-04-06
Los Lagos,Segunda,27,2371.0,2021-04-06
Los Lagos,Segunda,28,2611.0,2021-04-06
Los Lagos,Segunda,29,2765.0,2021-04-06
Los Lagos,Segunda,30,2906.0,2021-04-06
Los Lagos,Segunda,31,2813.0,2021-04-06
Los Lagos,Segunda,32,2768.0,2021-04-06
Los Lagos,Segunda,33,2695.0,2021-04-06
Los Lagos,Segunda,34,2524.0,2021-04-06
Los Lagos,Segunda,35,2399.0,2021-04-06
Los Lagos,Segunda,36,2438.0,2021-04-06
Los Lagos,Segunda,37,2334.0,2021-04-06
Los Lagos,Segunda,38,2320.0,2021-04-06
Los Lagos,Segunda,39,2207.0,2021-04-06
Los Lagos,Segunda,40,2253.0,2021-04-06
Los Lagos,Segunda,41,2137.0,2021-04-06
Los Lagos,Segunda,42,1979.0,2021-04-06
Los Lagos,Segunda,43,1964.0,2021-04-06
Los Lagos,Segunda,44,1913.0,2021-04-06
Los Lagos,Segunda,45,2079.0,2021-04-06
Los Lagos,Segunda,46,2083.0,2021-04-06
Los Lagos,Segunda,47,2179.0,2021-04-06
Los Lagos,Segunda,48,1893.0,2021-04-06
Los Lagos,Segunda,49,1901.0,2021-04-06
Los Lagos,Segunda,50,1819.0,2021-04-06
Los Lagos,Segunda,51,1838.0,2021-04-06
Los Lagos,Segunda,52,1897.0,2021-04-06
Los Lagos,Segunda,53,1808.0,2021-04-06
Los Lagos,Segunda,54,1906.0,2021-04-06
Los Lagos,Segunda,55,1965.0,2021-04-06
Los Lagos,Segunda,56,2496.0,2021-04-06
Los Lagos,Segunda,57,2695.0,2021-04-06
Los Lagos,Segunda,58,2967.0,2021-04-06
Los Lagos,Segunda,59,3105.0,2021-04-06
Los Lagos,Segunda,60,5992.0,2021-04-06
Los Lagos,Segunda,61,6047.0,2021-04-06
Los Lagos,Segunda,62,6084.0,2021-04-06
Los Lagos,Segunda,63,6069.0,2021-04-06
Los Lagos,Segunda,64,6001.0,2021-04-06
Los Lagos,Segunda,65,6207.0,2021-04-06
Los Lagos,Segunda,66,5837.0,2021-04-06
Los Lagos,Segunda,67,5767.0,2021-04-06
Los Lagos,Segunda,68,5293.0,2021-04-06
Los Lagos,Segunda,69,5012.0,2021-04-06
Los Lagos,Segunda,70,4969.0,2021-04-06
Los Lagos,Segunda,71,4662.0,2021-04-06
Los Lagos,Segunda,72,4603.0,2021-04-06
Los Lagos,Segunda,73,4329.0,2021-04-06
Los Lagos,Segunda,74,4081.0,2021-04-06
Los Lagos,Segunda,75,3668.0,2021-04-06
Los Lagos,Segunda,76,3523.0,2021-04-06
Los Lagos,Segunda,77,3197.0,2021-04-06
Los Lagos,Segunda,78,3242.0,2021-04-06
Los Lagos,Segunda,79,2932.0,2021-04-06
Los Lagos,Segunda,80,20619.0,2021-04-06
Los Ríos,Primera,15,1.0,2021-04-06
Los Ríos,Primera,16,197.0,2021-04-06
Los Ríos,Primera,17,211.0,2021-04-06
Los Ríos,Primera,18,598.0,2021-04-06
Los Ríos,Primera,19,824.0,2021-04-06
Los Ríos,Primera,20,916.0,2021-04-06
Los Ríos,Primera,21,1032.0,2021-04-06
Los Ríos,Primera,22,1169.0,2021-04-06
Los Ríos,Primera,23,1421.0,2021-04-06
Los Ríos,Primera,24,1576.0,2021-04-06
Los Ríos,Primera,25,1717.0,2021-04-06
Los Ríos,Primera,26,1833.0,2021-04-06
Los Ríos,Primera,27,1889.0,2021-04-06
Los Ríos,Primera,28,1972.0,2021-04-06
Los Ríos,Primera,29,2094.0,2021-04-06
Los Ríos,Primera,30,2156.0,2021-04-06
Los Ríos,Primera,31,2262.0,2021-04-06
Los Ríos,Primera,32,2201.0,2021-04-06
Los Ríos,Primera,33,2113.0,2021-04-06
Los Ríos,Primera,34,2048.0,2021-04-06
Los Ríos,Primera,35,2018.0,2021-04-06
Los Ríos,Primera,36,2019.0,2021-04-06
Los Ríos,Primera,37,1965.0,2021-04-06
Los Ríos,Primera,38,2083.0,2021-04-06
Los Ríos,Primera,39,2056.0,2021-04-06
Los Ríos,Primera,40,1991.0,2021-04-06
Los Ríos,Primera,41,1993.0,2021-04-06
Los Ríos,Primera,42,1890.0,2021-04-06
Los Ríos,Primera,43,1935.0,2021-04-06
Los Ríos,Primera,44,1856.0,2021-04-06
Los Ríos,Primera,45,2068.0,2021-04-06
Los Ríos,Primera,46,2136.0,2021-04-06
Los Ríos,Primera,47,2150.0,2021-04-06
Los Ríos,Primera,48,2203.0,2021-04-06
Los Ríos,Primera,49,2168.0,2021-04-06
Los Ríos,Primera,50,2548.0,2021-04-06
Los Ríos,Primera,51,3000.0,2021-04-06
Los Ríos,Primera,52,3334.0,2021-04-06
Los Ríos,Primera,53,3521.0,2021-04-06
Los Ríos,Primera,54,3638.0,2021-04-06
Los Ríos,Primera,55,3696.0,2021-04-06
Los Ríos,Primera,56,3812.0,2021-04-06
Los Ríos,Primera,57,3885.0,2021-04-06
Los Ríos,Primera,58,3944.0,2021-04-06
Los Ríos,Primera,59,3906.0,2021-04-06
Los Ríos,Primera,60,3950.0,2021-04-06
Los Ríos,Primera,61,3680.0,2021-04-06
Los Ríos,Primera,62,3694.0,2021-04-06
Los Ríos,Primera,63,3702.0,2021-04-06
Los Ríos,Primera,64,3540.0,2021-04-06
Los Ríos,Primera,65,3476.0,2021-04-06
Los Ríos,Primera,66,3521.0,2021-04-06
Los Ríos,Primera,67,3401.0,2021-04-06
Los Ríos,Primera,68,3145.0,2021-04-06
Los Ríos,Primera,69,3004.0,2021-04-06
Los Ríos,Primera,70,2683.0,2021-04-06
Los Ríos,Primera,71,2618.0,2021-04-06
Los Ríos,Primera,72,2510.0,2021-04-06
Los Ríos,Primera,73,2510.0,2021-04-06
Los Ríos,Primera,74,2342.0,2021-04-06
Los Ríos,Primera,75,2055.0,2021-04-06
Los Ríos,Primera,76,2007.0,2021-04-06
Los Ríos,Primera,77,1842.0,2021-04-06
Los Ríos,Primera,78,1798.0,2021-04-06
Los Ríos,Primera,79,1526.0,2021-04-06
Los Ríos,Primera,80,11523.0,2021-04-06
Los Ríos,Segunda,15,0.0,2021-04-06
Los Ríos,Segunda,16,8.0,2021-04-06
Los Ríos,Segunda,17,4.0,2021-04-06
Los Ríos,Segunda,18,126.0,2021-04-06
Los Ríos,Segunda,19,243.0,2021-04-06
Los Ríos,Segunda,20,287.0,2021-04-06
Los Ríos,Segunda,21,330.0,2021-04-06
Los Ríos,Segunda,22,454.0,2021-04-06
Los Ríos,Segunda,23,638.0,2021-04-06
Los Ríos,Segunda,24,773.0,2021-04-06
Los Ríos,Segunda,25,954.0,2021-04-06
Los Ríos,Segunda,26,1041.0,2021-04-06
Los Ríos,Segunda,27,1132.0,2021-04-06
Los Ríos,Segunda,28,1162.0,2021-04-06
Los Ríos,Segunda,29,1223.0,2021-04-06
Los Ríos,Segunda,30,1331.0,2021-04-06
Los Ríos,Segunda,31,1354.0,2021-04-06
Los Ríos,Segunda,32,1293.0,2021-04-06
Los Ríos,Segunda,33,1234.0,2021-04-06
Los Ríos,Segunda,34,1178.0,2021-04-06
Los Ríos,Segunda,35,1136.0,2021-04-06
Los Ríos,Segunda,36,1147.0,2021-04-06
Los Ríos,Segunda,37,1032.0,2021-04-06
Los Ríos,Segunda,38,1121.0,2021-04-06
Los Ríos,Segunda,39,1110.0,2021-04-06
Los Ríos,Segunda,40,1067.0,2021-04-06
Los Ríos,Segunda,41,1033.0,2021-04-06
Los Ríos,Segunda,42,956.0,2021-04-06
Los Ríos,Segunda,43,959.0,2021-04-06
Los Ríos,Segunda,44,857.0,2021-04-06
Los Ríos,Segunda,45,942.0,2021-04-06
Los Ríos,Segunda,46,942.0,2021-04-06
Los Ríos,Segunda,47,961.0,2021-04-06
Los Ríos,Segunda,48,955.0,2021-04-06
Los Ríos,Segunda,49,858.0,2021-04-06
Los Ríos,Segunda,50,854.0,2021-04-06
Los Ríos,Segunda,51,921.0,2021-04-06
Los Ríos,Segunda,52,901.0,2021-04-06
Los Ríos,Segunda,53,911.0,2021-04-06
Los Ríos,Segunda,54,951.0,2021-04-06
Los Ríos,Segunda,55,955.0,2021-04-06
Los Ríos,Segunda,56,1288.0,2021-04-06
Los Ríos,Segunda,57,1420.0,2021-04-06
Los Ríos,Segunda,58,1493.0,2021-04-06
Los Ríos,Segunda,59,1674.0,2021-04-06
Los Ríos,Segunda,60,2709.0,2021-04-06
Los Ríos,Segunda,61,2643.0,2021-04-06
Los Ríos,Segunda,62,2784.0,2021-04-06
Los Ríos,Segunda,63,2839.0,2021-04-06
Los Ríos,Segunda,64,2732.0,2021-04-06
Los Ríos,Segunda,65,2963.0,2021-04-06
Los Ríos,Segunda,66,3046.0,2021-04-06
Los Ríos,Segunda,67,2987.0,2021-04-06
Los Ríos,Segunda,68,2774.0,2021-04-06
Los Ríos,Segunda,69,2656.0,2021-04-06
Los Ríos,Segunda,70,2407.0,2021-04-06
Los Ríos,Segunda,71,2379.0,2021-04-06
Los Ríos,Segunda,72,2258.0,2021-04-06
Los Ríos,Segunda,73,2266.0,2021-04-06
Los Ríos,Segunda,74,2109.0,2021-04-06
Los Ríos,Segunda,75,1874.0,2021-04-06
Los Ríos,Segunda,76,1817.0,2021-04-06
Los Ríos,Segunda,77,1684.0,2021-04-06
Los Ríos,Segunda,78,1622.0,2021-04-06
Los Ríos,Segunda,79,1404.0,2021-04-06
Los Ríos,Segunda,80,10354.0,2021-04-06
Magallanes,Primera,15,0.0,2021-04-06
Magallanes,Primera,16,61.0,2021-04-06
Magallanes,Primera,17,94.0,2021-04-06
Magallanes,Primera,18,424.0,2021-04-06
Magallanes,Primera,19,780.0,2021-04-06
Magallanes,Primera,20,597.0,2021-04-06
Magallanes,Primera,21,599.0,2021-04-06
Magallanes,Primera,22,842.0,2021-04-06
Magallanes,Primera,23,837.0,2021-04-06
Magallanes,Primera,24,981.0,2021-04-06
Magallanes,Primera,25,1012.0,2021-04-06
Magallanes,Primera,26,1096.0,2021-04-06
Magallanes,Primera,27,1183.0,2021-04-06
Magallanes,Primera,28,1219.0,2021-04-06
Magallanes,Primera,29,1308.0,2021-04-06
Magallanes,Primera,30,1433.0,2021-04-06
Magallanes,Primera,31,1367.0,2021-04-06
Magallanes,Primera,32,1406.0,2021-04-06
Magallanes,Primera,33,1450.0,2021-04-06
Magallanes,Primera,34,1378.0,2021-04-06
Magallanes,Primera,35,1317.0,2021-04-06
Magallanes,Primera,36,1420.0,2021-04-06
Magallanes,Primera,37,1338.0,2021-04-06
Magallanes,Primera,38,1414.0,2021-04-06
Magallanes,Primera,39,1415.0,2021-04-06
Magallanes,Primera,40,1347.0,2021-04-06
Magallanes,Primera,41,1413.0,2021-04-06
Magallanes,Primera,42,1305.0,2021-04-06
Magallanes,Primera,43,1385.0,2021-04-06
Magallanes,Primera,44,1312.0,2021-04-06
Magallanes,Primera,45,1418.0,2021-04-06
Magallanes,Primera,46,1361.0,2021-04-06
Magallanes,Primera,47,1349.0,2021-04-06
Magallanes,Primera,48,1276.0,2021-04-06
Magallanes,Primera,49,1199.0,2021-04-06
Magallanes,Primera,50,1353.0,2021-04-06
Magallanes,Primera,51,1406.0,2021-04-06
Magallanes,Primera,52,1596.0,2021-04-06
Magallanes,Primera,53,1684.0,2021-04-06
Magallanes,Primera,54,1692.0,2021-04-06
Magallanes,Primera,55,1716.0,2021-04-06
Magallanes,Primera,56,1787.0,2021-04-06
Magallanes,Primera,57,1817.0,2021-04-06
Magallanes,Primera,58,1845.0,2021-04-06
Magallanes,Primera,59,1825.0,2021-04-06
Magallanes,Primera,60,1827.0,2021-04-06
Magallanes,Primera,61,1764.0,2021-04-06
Magallanes,Primera,62,1780.0,2021-04-06
Magallanes,Primera,63,1831.0,2021-04-06
Magallanes,Primera,64,1617.0,2021-04-06
Magallanes,Primera,65,1645.0,2021-04-06
Magallanes,Primera,66,1459.0,2021-04-06
Magallanes,Primera,67,1396.0,2021-04-06
Magallanes,Primera,68,1261.0,2021-04-06
Magallanes,Primera,69,1167.0,2021-04-06
Magallanes,Primera,70,1107.0,2021-04-06
Magallanes,Primera,71,1021.0,2021-04-06
Magallanes,Primera,72,971.0,2021-04-06
Magallanes,Primera,73,961.0,2021-04-06
Magallanes,Primera,74,888.0,2021-04-06
Magallanes,Primera,75,789.0,2021-04-06
Magallanes,Primera,76,748.0,2021-04-06
Magallanes,Primera,77,723.0,2021-04-06
Magallanes,Primera,78,645.0,2021-04-06
Magallanes,Primera,79,635.0,2021-04-06
Magallanes,Primera,80,4354.0,2021-04-06
Magallanes,Segunda,15,0.0,2021-04-06
Magallanes,Segunda,16,4.0,2021-04-06
Magallanes,Segunda,17,2.0,2021-04-06
Magallanes,Segunda,18,119.0,2021-04-06
Magallanes,Segunda,19,392.0,2021-04-06
Magallanes,Segunda,20,213.0,2021-04-06
Magallanes,Segunda,21,209.0,2021-04-06
Magallanes,Segunda,22,375.0,2021-04-06
Magallanes,Segunda,23,387.0,2021-04-06
Magallanes,Segunda,24,514.0,2021-04-06
Magallanes,Segunda,25,574.0,2021-04-06
Magallanes,Segunda,26,621.0,2021-04-06
Magallanes,Segunda,27,683.0,2021-04-06
Magallanes,Segunda,28,726.0,2021-04-06
Magallanes,Segunda,29,769.0,2021-04-06
Magallanes,Segunda,30,884.0,2021-04-06
Magallanes,Segunda,31,812.0,2021-04-06
Magallanes,Segunda,32,807.0,2021-04-06
Magallanes,Segunda,33,879.0,2021-04-06
Magallanes,Segunda,34,826.0,2021-04-06
Magallanes,Segunda,35,791.0,2021-04-06
Magallanes,Segunda,36,856.0,2021-04-06
Magallanes,Segunda,37,797.0,2021-04-06
Magallanes,Segunda,38,871.0,2021-04-06
Magallanes,Segunda,39,833.0,2021-04-06
Magallanes,Segunda,40,783.0,2021-04-06
Magallanes,Segunda,41,839.0,2021-04-06
Magallanes,Segunda,42,737.0,2021-04-06
Magallanes,Segunda,43,800.0,2021-04-06
Magallanes,Segunda,44,730.0,2021-04-06
Magallanes,Segunda,45,798.0,2021-04-06
Magallanes,Segunda,46,726.0,2021-04-06
Magallanes,Segunda,47,696.0,2021-04-06
Magallanes,Segunda,48,646.0,2021-04-06
Magallanes,Segunda,49,604.0,2021-04-06
Magallanes,Segunda,50,669.0,2021-04-06
Magallanes,Segunda,51,562.0,2021-04-06
Magallanes,Segunda,52,620.0,2021-04-06
Magallanes,Segunda,53,644.0,2021-04-06
Magallanes,Segunda,54,588.0,2021-04-06
Magallanes,Segunda,55,618.0,2021-04-06
Magallanes,Segunda,56,804.0,2021-04-06
Magallanes,Segunda,57,861.0,2021-04-06
Magallanes,Segunda,58,970.0,2021-04-06
Magallanes,Segunda,59,1036.0,2021-04-06
Magallanes,Segunda,60,1462.0,2021-04-06
Magallanes,Segunda,61,1492.0,2021-04-06
Magallanes,Segunda,62,1528.0,2021-04-06
Magallanes,Segunda,63,1612.0,2021-04-06
Magallanes,Segunda,64,1443.0,2021-04-06
Magallanes,Segunda,65,1538.0,2021-04-06
Magallanes,Segunda,66,1368.0,2021-04-06
Magallanes,Segunda,67,1315.0,2021-04-06
Magallanes,Segunda,68,1195.0,2021-04-06
Magallanes,Segunda,69,1104.0,2021-04-06
Magallanes,Segunda,70,1057.0,2021-04-06
Magallanes,Segunda,71,965.0,2021-04-06
Magallanes,Segunda,72,923.0,2021-04-06
Magallanes,Segunda,73,922.0,2021-04-06
Magallanes,Segunda,74,854.0,2021-04-06
Magallanes,Segunda,75,767.0,2021-04-06
Magallanes,Segunda,76,720.0,2021-04-06
Magallanes,Segunda,77,689.0,2021-04-06
Magallanes,Segunda,78,614.0,2021-04-06
Magallanes,Segunda,79,602.0,2021-04-06
Magallanes,Segunda,80,4092.0,2021-04-06
Tarapacá,Primera,15,0.0,2021-04-06
Tarapacá,Primera,16,184.0,2021-04-06
Tarapacá,Primera,17,267.0,2021-04-06
Tarapacá,Primera,18,556.0,2021-04-06
Tarapacá,Primera,19,747.0,2021-04-06
Tarapacá,Primera,20,773.0,2021-04-06
Tarapacá,Primera,21,898.0,2021-04-06
Tarapacá,Primera,22,1062.0,2021-04-06
Tarapacá,Primera,23,1150.0,2021-04-06
Tarapacá,Primera,24,1311.0,2021-04-06
Tarapacá,Primera,25,1451.0,2021-04-06
Tarapacá,Primera,26,1499.0,2021-04-06
Tarapacá,Primera,27,1579.0,2021-04-06
Tarapacá,Primera,28,1649.0,2021-04-06
Tarapacá,Primera,29,1736.0,2021-04-06
Tarapacá,Primera,30,1879.0,2021-04-06
Tarapacá,Primera,31,1923.0,2021-04-06
Tarapacá,Primera,32,1816.0,2021-04-06
Tarapacá,Primera,33,1915.0,2021-04-06
Tarapacá,Primera,34,1796.0,2021-04-06
Tarapacá,Primera,35,1736.0,2021-04-06
Tarapacá,Primera,36,1819.0,2021-04-06
Tarapacá,Primera,37,1799.0,2021-04-06
Tarapacá,Primera,38,1887.0,2021-04-06
Tarapacá,Primera,39,1897.0,2021-04-06
Tarapacá,Primera,40,1862.0,2021-04-06
Tarapacá,Primera,41,1782.0,2021-04-06
Tarapacá,Primera,42,1661.0,2021-04-06
Tarapacá,Primera,43,1710.0,2021-04-06
Tarapacá,Primera,44,1744.0,2021-04-06
Tarapacá,Primera,45,1620.0,2021-04-06
Tarapacá,Primera,46,1680.0,2021-04-06
Tarapacá,Primera,47,1743.0,2021-04-06
Tarapacá,Primera,48,1758.0,2021-04-06
Tarapacá,Primera,49,1837.0,2021-04-06
Tarapacá,Primera,50,1774.0,2021-04-06
Tarapacá,Primera,51,2136.0,2021-04-06
Tarapacá,Primera,52,2210.0,2021-04-06
Tarapacá,Primera,53,2332.0,2021-04-06
Tarapacá,Primera,54,2408.0,2021-04-06
Tarapacá,Primera,55,2381.0,2021-04-06
Tarapacá,Primera,56,2443.0,2021-04-06
Tarapacá,Primera,57,2505.0,2021-04-06
Tarapacá,Primera,58,2562.0,2021-04-06
Tarapacá,Primera,59,2523.0,2021-04-06
Tarapacá,Primera,60,2625.0,2021-04-06
Tarapacá,Primera,61,2392.0,2021-04-06
Tarapacá,Primera,62,2334.0,2021-04-06
Tarapacá,Primera,63,2337.0,2021-04-06
Tarapacá,Primera,64,2296.0,2021-04-06
Tarapacá,Primera,65,2482.0,2021-04-06
Tarapacá,Primera,66,2136.0,2021-04-06
Tarapacá,Primera,67,2136.0,2021-04-06
Tarapacá,Primera,68,1855.0,2021-04-06
Tarapacá,Primera,69,1692.0,2021-04-06
Tarapacá,Primera,70,1651.0,2021-04-06
Tarapacá,Primera,71,1469.0,2021-04-06
Tarapacá,Primera,72,1403.0,2021-04-06
Tarapacá,Primera,73,1296.0,2021-04-06
Tarapacá,Primera,74,1202.0,2021-04-06
Tarapacá,Primera,75,1032.0,2021-04-06
Tarapacá,Primera,76,969.0,2021-04-06
Tarapacá,Primera,77,918.0,2021-04-06
Tarapacá,Primera,78,797.0,2021-04-06
Tarapacá,Primera,79,695.0,2021-04-06
Tarapacá,Primera,80,4979.0,2021-04-06
Tarapacá,Segunda,15,0.0,2021-04-06
Tarapacá,Segunda,16,3.0,2021-04-06
Tarapacá,Segunda,17,9.0,2021-04-06
Tarapacá,Segunda,18,151.0,2021-04-06
Tarapacá,Segunda,19,255.0,2021-04-06
Tarapacá,Segunda,20,274.0,2021-04-06
Tarapacá,Segunda,21,297.0,2021-04-06
Tarapacá,Segunda,22,406.0,2021-04-06
Tarapacá,Segunda,23,497.0,2021-04-06
Tarapacá,Segunda,24,618.0,2021-04-06
Tarapacá,Segunda,25,780.0,2021-04-06
Tarapacá,Segunda,26,783.0,2021-04-06
Tarapacá,Segunda,27,870.0,2021-04-06
Tarapacá,Segunda,28,917.0,2021-04-06
Tarapacá,Segunda,29,938.0,2021-04-06
Tarapacá,Segunda,30,1069.0,2021-04-06
Tarapacá,Segunda,31,1107.0,2021-04-06
Tarapacá,Segunda,32,1029.0,2021-04-06
Tarapacá,Segunda,33,1071.0,2021-04-06
Tarapacá,Segunda,34,1002.0,2021-04-06
Tarapacá,Segunda,35,935.0,2021-04-06
Tarapacá,Segunda,36,966.0,2021-04-06
Tarapacá,Segunda,37,970.0,2021-04-06
Tarapacá,Segunda,38,953.0,2021-04-06
Tarapacá,Segunda,39,984.0,2021-04-06
Tarapacá,Segunda,40,924.0,2021-04-06
Tarapacá,Segunda,41,832.0,2021-04-06
Tarapacá,Segunda,42,771.0,2021-04-06
Tarapacá,Segunda,43,738.0,2021-04-06
Tarapacá,Segunda,44,783.0,2021-04-06
Tarapacá,Segunda,45,723.0,2021-04-06
Tarapacá,Segunda,46,682.0,2021-04-06
Tarapacá,Segunda,47,776.0,2021-04-06
Tarapacá,Segunda,48,729.0,2021-04-06
Tarapacá,Segunda,49,749.0,2021-04-06
Tarapacá,Segunda,50,650.0,2021-04-06
Tarapacá,Segunda,51,625.0,2021-04-06
Tarapacá,Segunda,52,584.0,2021-04-06
Tarapacá,Segunda,53,613.0,2021-04-06
Tarapacá,Segunda,54,644.0,2021-04-06
Tarapacá,Segunda,55,684.0,2021-04-06
Tarapacá,Segunda,56,876.0,2021-04-06
Tarapacá,Segunda,57,880.0,2021-04-06
Tarapacá,Segunda,58,1055.0,2021-04-06
Tarapacá,Segunda,59,1132.0,2021-04-06
Tarapacá,Segunda,60,1877.0,2021-04-06
Tarapacá,Segunda,61,1894.0,2021-04-06
Tarapacá,Segunda,62,1892.0,2021-04-06
Tarapacá,Segunda,63,1960.0,2021-04-06
Tarapacá,Segunda,64,1964.0,2021-04-06
Tarapacá,Segunda,65,2226.0,2021-04-06
Tarapacá,Segunda,66,1939.0,2021-04-06
Tarapacá,Segunda,67,1950.0,2021-04-06
Tarapacá,Segunda,68,1700.0,2021-04-06
Tarapacá,Segunda,69,1561.0,2021-04-06
Tarapacá,Segunda,70,1539.0,2021-04-06
Tarapacá,Segunda,71,1363.0,2021-04-06
