datetimes,Grupo de edad,dead,icu_total,icu_original,icu_gamma
2021-01-20,60-69,14.714285714285714,12.247713770643763,12.247713770643763,0.0
2021-01-21,60-69,15.714285714285714,12.539854420597024,12.539854420597024,0.0
2021-01-22,60-69,15.428571428571429,12.832182731403668,12.832182731403668,0.0
2021-01-23,60-69,17.224489795918366,13.12243759424571,13.12243759424571,0.0
2021-01-24,60-69,15.938775510204081,13.40903301404044,13.40903301404044,0.0
2021-01-25,60-69,16.93877551020408,13.690361698651406,13.690361698651406,0.0
2021-01-26,60-69,18.510204081632654,13.964901827656885,13.964901827656885,0.0
2021-01-27,60-69,17.081632653061224,14.231122622792258,14.231122622792258,0.0
2021-01-28,60-69,16.510204081632654,14.487487802135721,14.487487802135721,0.0
2021-01-29,60-69,16.93877551020408,14.73210044454287,14.73210044454287,0.0
2021-01-30,60-69,15.142857142857142,14.963813822439777,14.963813822439777,0.0
2021-01-31,60-69,14.428571428571429,15.182140034780613,15.182140034780613,0.0
2021-02-01,60-69,13.714285714285714,15.388698078594492,15.388698078594492,0.0
2021-02-02,60-69,13.857142857142858,15.583454189466815,15.583454189466815,0.0
2021-02-03,60-69,15.571428571428571,15.766594550387365,15.766594550387365,0.0
2021-02-04,60-69,15.571428571428571,15.938483674613376,15.938483674613376,0.0
2021-02-05,60-69,15.0,16.099561022844846,16.099561022844846,0.0
2021-02-06,60-69,16.63265306122449,16.25031151148405,16.25031151148405,0.0
2021-02-07,60-69,15.387755102040817,16.39128623333407,16.39128623333407,0.0
2021-02-08,60-69,15.959183673469388,16.52297623502069,16.52297623502069,0.0
2021-02-09,60-69,15.387755102040817,16.6458700269777,16.6458700269777,0.0
2021-02-10,60-69,15.244897959183675,16.76039977967237,16.76039977967237,0.0
2021-02-11,60-69,14.959183673469388,16.867023541993206,16.867023541993206,0.0
2021-02-12,60-69,15.244897959183675,16.96609713304107,16.96609713304107,0.0
2021-02-13,60-69,13.755102040816327,17.0579231078569,17.0579231078569,0.0
2021-02-14,60-69,14.857142857142858,17.1427359763109,17.1427359763109,0.0
2021-02-15,60-69,14.714285714285714,17.220765324353284,17.220765324353284,0.0
2021-02-16,60-69,14.428571428571429,17.29224592618289,17.29224592618289,0.0
2021-02-17,60-69,14.428571428571429,17.357470398902308,17.357449300352187,2.1098550118496296e-05
2021-02-18,60-69,14.714285714285714,17.41699269829424,17.41683198677524,0.00016071151900257696
2021-02-19,60-69,14.428571428571429,17.471717968568093,17.471055647467963,0.0006623211001319529
2021-02-20,60-69,14.428571428571429,17.522690550846285,17.52071232532606,0.0019782255202255143
2021-02-21,60-69,14.857142857142858,17.571360211130894,17.566529369874804,0.004830841256098077
2021-02-22,60-69,14.285714285714286,17.619456852364678,17.609206461528643,0.010250390836051244
2021-02-23,60-69,14.142857142857142,17.668948115463806,17.649366333769915,0.019581781693889702
2021-02-24,60-69,13.0,17.722061087377458,17.6875801297292,0.03448095764826399
2021-02-25,60-69,13.142857142857142,17.7813628177204,17.724447586625256,0.056915231095124946
2021-02-26,60-69,13.142857142857142,17.849684812516276,17.76057553535191,0.08910927716435327
2021-02-27,60-69,13.142857142857142,17.929811855241017,17.796379800591055,0.13343205464997202
2021-02-28,60-69,13.714285714285714,18.024408367965712,17.83213071350625,0.19227765445947856
2021-03-01,60-69,14.571428571428571,18.135721359130915,17.867766900959367,0.2679544581715576
2021-03-02,60-69,15.571428571428571,18.26534582216764,17.902764127884158,0.362581694283467
